EntidadWifi,NombreEntidad,HORARIO,EQUIPAMIENTO,TRANSPORTE 1 1,Linea 1 1,TRANSPORTE 2 1,Linea 2 1,ACCESIBILIDAD,CONTENT-URL,VIA,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TipoEntidadWIfi
51849,Biblioteca Pública Municipal La Elipa,Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"Espacios:   Sala de consulta y lectura Zona de publicaciones periódicas. Sala infantil y juvenil.   Servicios:   Préstamo de libros, multimedia y revistas. Préstamo de dispositivos de ayuda a la lectura (lupas para libros). Servicio de acceso público a Internet. Zona wifi. Información bibliográfica. Animación a la lectura y formación de usuarios.",Metro de Madrid,La Elipa (línea 2),,,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=697c598d1351c010VgnVCM1000000b205a0aRCRD,CALLE  DE NUESTRA SEÑORA DEL VILLAR,NUM,6,MADRID,MADRID,28017,,LA ELIPA,,CIUDAD LINEAL,444705,4474959,40.42342659084215,-3.651841641389484,91 403 63 22,bplaelipa@madrid.es,BibliotecasPublicas
185595,Biblioteca Pública Municipal Manuel Vázquez Montalbán,Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"Espacios:   Sala de consulta y lectura Zona de publicaciones periódicas. Sala infantil y juvenil.  Sala polivalente.   Servicios:   Equipos de autopréstamo. Préstamo de libros, multimedia y revistas. Préstamo de dispositivos de ayuda a la lectura (lupas para libros). Servicio de acceso público a Internet. Zona wifi. Información bibliográfica. Animación a la lectura y formación de usuarios.",Metro de Madrid,Francos Rodríguez (línea 7),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b5ca89e2c9e5d010VgnVCM1000000b205a0aRCRD,CALLE  DE FRANCOS RODRIGUEZ,V,67,MADRID,MADRID,28039,1,BELLAS VISTAS,6,TETUAN,439755,4478779,40.45749513485957,-3.710539712535917,"91 398 07 23                                                                                                                                     
91 398 07 26",bpvazquezmontalban@madrid.es,BibliotecasPublicas
10395362,Biblioteca Pública Municipal María Lejárraga,"Apertura de lunes a domingo.  Horario: de lunes a viernes de 8:30 a 21 horas; sábados y domingos de 8:30 a 15 horas. Verano (del 15 de junio al 15 de septiembre): de lunes a viernes de 8:30 a 20 horas; sábados y domingos de 8:30 a 14 horas. Cerrado: festivos, Semana Santa (de jueves a domingo), los dos últimos fines de semana de julio y los fines de semana de agosto, el 24 y 31 de diciembre.   Sala de Estudio: de lunes a viernes de 9 a 22 horas. Sábados, domingos y festivos: de 10 a 22 horas.","Espacios:   Sala de consulta y lectura  Sala polivalente. Zona de publicaciones periódicas. Sala infantil y juvenil. Comiteca   Servicios: Préstamo de libros, multimedia y revistas; Servicio de Acceso Público a Internet; Zona wifi; Información bibliográfica; Animación a la lectura; Formación de usuarios; Reprografía.  Préstamo de libros, multimedia y revistas. Servicio de acceso público a Internet. Zona wifi. Información bibliográfica. Animación a la lectura y formación de usuarios.",Metro de Madrid,Blasco Ibáñez y Virgen del Cortijo (línea C2,,,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d862492de8c8c510VgnVCM2000001f4a900aRCRD,CALLE  DE PRINCESA DE EBOLI,V,29,MADRID,MADRID,28050,6,VALDEFUENTES,16,HORTALEZA,444461,4482397,40.49041562546542,-3.655356751728003,91 513 33 83,bpmarialejarraga@madrid.es,BibliotecasPublicas
1759,Biblioteca Pública Municipal María Zambrano,Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"Accesible a personas con discapacidad intelectual al contar con señalización mediante pictogramas.   Espacios: Sala de Consulta y Lectura; Zona de publicaciones periódicas; Sala infantil y juvenil.  Sala de consulta y lectura.  Sala polivalente. Zona de publicaciones periódicas. Sala infantil y juvenil.   Servicios: Préstamo de libros, multimedia y revistas; Servicio de Acceso Público a Internet; Zona wifi; Información bibliográfica; Animación a la lectura; Formación de usuarios.  Préstamo de libros, multimedia y revistas. Servicio de acceso público a Internet. Zona wifi. Información bibliográfica. Animación a la lectura y formación de usuarios.",Metro de Madrid,Ventilla (línea 9),,,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=74703d0b5e71c010VgnVCM1000000b205a0aRCRD,PLAZA  DE DONOSO,V,5,MADRID,MADRID,28029,4,ALMENARA,6,TETUAN,440857,4480052,40.46903299144094,-3.6976620067964996,91 733 90 43,bpmariazambrano@madrid.es,BibliotecasPublicas
7697128,Biblioteca Pública Municipal Mario Vargas Llosa,Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"Espacios:   Sala de consulta y lectura.  Sala polivalente. Zona de publicaciones periódicas. Sala infantil y juvenil.   Servicios:   Equipos de autopréstamo. Préstamo de libros, multimedia y revistas. Servicio de acceso público a Internet. Zona wifi. Información bibliográfica. Animación a la lectura y formación de usuarios.",Metro de Madrid,"Alonso Martínez (línea 10), Tribunal (líneas 1 y 10)",,,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD,CALLE  DE BARCELO,V,4,MADRID,MADRID,28004,4,JUSTICIA,1,CENTRO,440645,4475347,40.426642215368176,-3.699722994908341,914 802 433,bpvargasllosa@madrid.es,BibliotecasPublicas
1752,Biblioteca Pública Municipal Miguel Delibes,Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"Espacios:   Sala de consulta y lectura Zona de publicaciones periódicas. Sala infantil y juvenil.  Sala polivalente.   Servicios:   Préstamo de libros, multimedia y revistas. Préstamo de dispositivos de ayuda a la lectura (lupas para libros). Servicio de acceso público a Internet. Zona wifi. Información bibliográfica. Animación a la lectura y formación de usuarios.",Metro de Madrid,Vinateros (línea 9),,,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e8f3d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE  DE ARROYO BELINCOSO,NUM,11,MADRID,MADRID,28030,4,MEDIA LEGUA,14,MORATALAZ,444597,4473439,40.40971737692924,-3.6529822109115133,91 328 73 00,bpmigueldelibes@madrid.es,BibliotecasPublicas
186714,Biblioteca Pública Municipal Pablo Neruda,Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"Espacios: Sala de Consulta y Lectura; Zona de publicaciones periódicas; Sala infantil y juvenil; Sala polivalente.  Sala de consulta y lectura  Sala polivalente. Zona de publicaciones periódicas. Sala infantil y juvenil.   Servicios:   Equipos de autopréstamo. Préstamo de libros, multimedia y revistas. Préstamo de dispositivos de ayuda a la lectura (lupas para libros). Servicio de acceso público a Internet. Zona wifi. Información bibliográfica. Animación a la lectura y formación de usuarios.",Metro de Madrid,Ascao (línea 7),,,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5c548d20675e010VgnVCM1000000b205a0aRCRD,CALLE  DE ASCAO,V,4,MADRID,MADRID,28017,2,PUEBLO NUEVO,15,CIUDAD LINEAL,445570,4475617,40.42941133441142,-3.6416899839787695,91 406 14 72,bppabloneruda@madrid.es,BibliotecasPublicas
1763,Biblioteca Pública Municipal Pío Baroja,Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"Espacios: Sala de Consulta y Lectura; Zona de publicaciones periódicas; Sala infantil y juvenil.  Sala de consulta y lectura Zona de publicaciones periódicas. Sala infantil y juvenil.   Servicios:   Equipos de autopréstamo. Préstamo de libros, multimedia y revistas. Préstamo de dispositivos de ayuda a la lectura (lupas para libros). Servicio de acceso público a Internet. Zona wifi. Información bibliográfica. Animación a la lectura y formación de usuarios.",Metro de Madrid,Pirámides (línea 5).,Cercanías  Renfe,Pirámides (líneas C1 y C10),"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=17f879262ef5d010VgnVCM1000000b205a0aRCRD,CALLE  DE ARGANDA,NUM,12,MADRID,MADRID,28005,2,ACACIAS,2,ARGANZUELA,439967,4472399,40.40003652682007,-3.7074488154950584,91 474 16 03,bppiobaroja@madrid.es,BibliotecasPublicas
1753,Biblioteca Pública Municipal Portazgo,Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"Espacios: Sala de Consulta y Lectura; Zona de publicaciones periódicas; Sala infantil y juvenil.  Sala de consulta y lectura Zona de publicaciones periódicas. Sala infantil y juvenil.   Servicios:   Préstamo de libros, multimedia y revistas. Préstamo de dispositivos de ayuda a la lectura (lupas para libros). Servicio de acceso público a Internet. Zona wifi. Información bibliográfica. Animación a la lectura y formación de usuarios.",Metro de Madrid,"Portazgo, Buenos Aires (línea 1)",,,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=89a40a47f441f010VgnVCM2000000c205a0aRCRD,CALLE  DE CANTALAPIEDRA,V,11,MADRID,MADRID,28038,6,NUMANCIA,13,PUENTE DE VALLECAS,444376,4471605,40.393189968014696,-3.6554147649183943,91 757 03 23,bpportazgo@madrid.es,BibliotecasPublicas
1792,Biblioteca Pública Municipal Pozo del Tío Raimundo,"Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos, durante el mes de agosto, los días 24 y 31 de diciembre.","Espacios: Sala de Consulta y Lectura; Zona de publicaciones periódicas; Sala infantil y juvenil.  Sala de consulta y lectura Zona de publicaciones periódicas. Sala infantil y juvenil.   Servicios:   Préstamo de libros, multimedia y revistas. Préstamo de dispositivos de ayuda a la lectura (lupas para libros). Servicio de acceso público a Internet. Zona wifi. Información bibliográfica. Animación a la lectura y formación de usuarios.",Cercanías Renfe,"El Pozo (líneas C2, C7 y C8)",,,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7203d0b5e71c010VgnVCM1000000b205a0aRCRD,AVENIDA  DE GLORIETAS,NUM,19,MADRID,MADRID,28053,1,ENTREVIAS,13,PUENTE DE VALLECAS,443950,4469433,40.3735856436473,-3.6602546064905397,91 507 07 34,bppozotr@madrid.es,BibliotecasPublicas
1746,Biblioteca Pública Municipal San Blas,Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"Espacios:   Sala de consulta y lectura Zona de publicaciones periódicas. Sala infantil y juvenil. Sala multimedia.  Sala polivalente.   Servicios:   Préstamo de libros, multimedia y revistas. Préstamo de dispositivos de ayuda a la lectura (lupas para libros). Servicio de acceso público a Internet. Zona wifi. Información bibliográfica. Animación a la lectura y formación de usuarios.",Metro de Madrid,Alsacia (línea 2),,,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e403d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE  DE SAN ROMAN DEL VALLE,NUM,8,MADRID,MADRID,28037,4,ARCOS,20,SAN BLAS-CANILLEJAS,447249,4474586,40.420231627534996,-3.6218113860909074,91 313 52 97,bpsanblas@madrid.es,BibliotecasPublicas
11572165,Biblioteca Pública Municipal San Fermín,"Apertura de lunes a domingo.  Horario: de lunes a viernes de 8:30 a 21 horas; sábados y domingos de 8:30 a 15 horas.   Verano (del 15 de junio al 15 de septiembre): de lunes a viernes de 8:30 a 20 horas; sábados y domingos de 8:30 a 14 horas.   Cerrado: festivos, Semana Santa (de jueves a domingo), los dos últimos fines de semana de julio y los fines de semana de agosto, el 24 y 31 de diciembre.","Espacios:   Sala de consulta y lectura.  Sala polivalente y salas de trabajo en grupo. Zona de publicaciones periódicas. Sala infantil y juvenil.  Aseo para personas ostomizadas.   Servicios:   Equipos de autopréstamo. Préstamo de libros, multimedia y revistas. Servicio de acceso público a Internet. Zona wifi. Información bibliográfica. Animación a la lectura y formación de usuarios.",Metro de Madrid,San Fermín-Orcasur (línea 3),,,"1,5,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=83e748aaf535e710VgnVCM1000001d4a900aRCRD,AVENIDA  DE SAN FERMIN,V,10,MADRID,MADRID,28041,3,SAN FERMIN,12,USERA,441188,4469184,40.3711623444796,-3.692742821990015,91 480 47 25,bpsanfermin@madrid.es,BibliotecasPublicas
1761,Biblioteca Pública Municipal Vallecas,Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"Espacios: Sala de Consulta y Lectura; Zona de publicaciones periódicas; Sala infantil y juvenil.  Sala de consulta y lectura Sala infantil y juvenil.    Servicios:   Préstamo de libros, multimedia y revistas. Préstamo de dispositivos de ayuda a la lectura (lupas para libros). Servicio de acceso público a Internet. Zona wifi. Información bibliográfica. Animación a la lectura y formación de usuarios.",Metro de Madrid,Nueva Numancia (línea 1),,,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=11c03d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE  DE PUERTO DEL MONASTERIO,V,1,MADRID,MADRID,28053,2,SAN DIEGO,13,PUENTE DE VALLECAS,443517,4471815,40.395023959810636,-3.665554302127492,91 588 60 51,bpvallecas@madrid.es,BibliotecasPublicas
1747,Biblioteca Pública Municipal Vicálvaro,Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"Espacios: Sala de Consulta y Lectura; Zona de publicaciones periódicas; Sala infantil y juvenil.  Sala de consulta y lectura Zona de publicaciones periódicas. Sala infantil y juvenil.   Servicios:   Préstamo de libros, multimedia y revistas. Servicio de acceso público a Internet. Zona wifi. Información bibliográfica. Animación a la lectura y formación de usuarios.",Metro de Madrid,Vicálvaro (línea 9),Cercanías  Renfe,Vicálvaro (línea C2),"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=67e03d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE  DE VILLARDONDIEGO,NUM,36,MADRID,MADRID,28032,,CASCO HISTORICO VICALVARO,,VICALVARO,448357,4472920,40.405283650744316,-3.6086278232922804,91 775 31 43,bpvicalvaro@madrid.es,BibliotecasPublicas
5682031,Castillo de la Alameda,"Abierto solo en fin de semana (sábado y domingo) y festivos (lunes festivos incluidos)  Del 1 de abril al 14 de junio de 10 a 21 horas. Del 15 de junio al 15 de septiembre de 10 a 20 horas. Del 16 al 30 de septiembre de 10 a 21 horas. De octubre a marzo de 10 a 18 horas.  Cerrado: 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre.",Zona wifi.,Metro de Madrid,Alameda de Osuna y El Capricho (línea 5).,,,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe43c4be8e688210VgnVCM1000000b205a0aRCRD,CALLE  DE ANTONIO SANCHA,V,1,MADRID,MADRID,28042,1,ALAMEDA DE OSUNA,21,BARAJAS,449698,4478802,40.45836469361315,-3.5932763223327178,913 667 415,castilloalameda@madrid.es,MonumentosEdificiosArtisticos
118067,Centro Cultural Alfredo Kraus,Centro: de lunes a viernes de 9 a 14 y de 16 a 21.30h. Sábados de 09:30 a 13:45 y de 16:00 a 20:45h.  Secretaría: de lunes a jueves de 9:30  a 14 y de 16:30 a 18. Viernes de 9:30 a 13:30 h.  Domingo y festivos cerrado.,Sala de exposiciones Sala de lectura y estudio 2 salones de actos / auditorio 14 aulas Cafetería Zona wifi,Bus Madrid,"49 , 64",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7337cbf06c81c010VgnVCM1000000b205a0aRCRD,GLORIETA  DE PRADERA DE VAQUERIZAS,V,9,MADRID,MADRID,28035,7,MIRASIERRA,8,FUENCARRAL-EL PARDO,438848,4482487,40.49082275610172,-3.7216054330053647,913 767 085,ccakraus@madrid.es,CentrosCulturales
64851,Centro Cultural Buenavista,"De lunes a jueves, 9 a 14 horas y de 16 a 18 horas. Viernes, de 9 a 14 horas. Horario de verano: de lunes a viernes, de 9 a 14 horas. Horario San Isidro: De lunes a jueves, 9 a 14 horas y de 16 a 18 horas. Viernes, de 9 a 14 horas  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Salón de actos / auditorio (aforo 114 personas) 12 aulas Wifi Salón de conferencias ( aforo 180 personas) Máquinas de vending,Metro de Madrid,"Diego de León (líneas 4 , 5 , 6)",,,"1,5",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=068e598d1351c010VgnVCM1000000b205a0aRCRD,AVENIDA  DE TOREROS,V,5,MADRID,MADRID,28028,4,GUINDALERA,4,SALAMANCA,443094,4475922,40.43200001609297,-3.670904677285496,917 240 800,ccbuenavista@madrid.es,CentrosCulturales
118317,Centro Cultural Carril del Conde,"De lunes a jueves, de 9 a 14 y de 17 a 19 horas. Viernes, de 9 a 14 horas. Verano y semana de San Isidro, de lunes a viernes de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (288 butacas) 9 aulas Zona wifi Máquinas vending cafés, bebidas y sandwichs",Metro de Madrid,Arturo Soria (línea 4),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66a7cbf06c81c010VgnVCM1000000b205a0aRCRD,CALLE  DE CARRIL DEL CONDE,V,57,MADRID,MADRID,28043,3,CANILLAS,16,HORTALEZA,444520,4479119,40.46089499555313,-3.654366821391548,917 161 240,cccarrilconde@madrid.es,CentrosCulturales
1945,Centro Cultural Casa de Vacas,"Centro:   De 10 a 21 horas, de octubre a marzo (ininterrumpidamente). De 10 a 21:30, de abril a septiembre  (ininterrumpidamente). Abierto todos los días del año, excepto el día 25 de diciembre y el 1 de enero (cerrado) y el día 24 y 30 de diciembre, abierto hasta las 15 horas.   Secretaría:   De 9 a 14 horas",Sala de exposiciones Salón de actos / auditorio / teatro (aforo 140 personas) Terraza exterior.,Metro de Madrid,Retiro (línea 2),Bus  Madrid,"2, 20, 28",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD,PASEO  DE COLOMBIA,V,1,MADRID,MADRID,28009,5,LOS JERONIMOS,3,RETIRO,441967,4474495,40.41906571939961,-3.684053112760816,914 092 336,cccasadevacas@madrid.es,SalasExposiciones
