Id,Name,Type,Phase,Address,Status,Gender,Town,x,y
BarringtonPrimarySchoolBarringtonRoad,Barrington Primary School,Community School,Primary,Barrington Road,Open,Mixed,Bexley,0.124322,51.4640999
BarrowHedgesPrimarySchoolHarburyRoad,Barrow Hedges Primary School,Community School,Primary,Harbury Road,Open,Mixed,Sutton,-0.175098,51.3522987
BarrowHillJuniorSchoolBridgemanStreet,Barrow Hill Junior School,Community School,Primary,Bridgeman Street,Open,Mixed,Westminster,-0.169113,51.5327988
BassettHouseSchool60BassettRoad,Bassett House School,Other Independent School,Not applicable,60 Bassett Road,Open,Mixed,Kensington And Chelsea,-0.21762,51.5182991
BastonHouseSchoolBastonRoad,Baston House School,Other Independent Special School,Not applicable,Baston Road,Open,Mixed,Bromley,0.0230223,51.3718987
BeachcroftApAcademy35FinchleyRoad,Beachcroft Ap Academy,Academy Alternative Provision Converter,Not applicable,35 Finchley Road,Open,Mixed,Westminster,-0.17755,51.5355988
BeaconHillAcademyErrifDrive,Beacon Hill Academy,Academy Special Converter,Not applicable,Errif Drive,Open,Mixed,Thurrock,0.27737,51.5119019
BeaconsfieldPrimaryAndNurserySchoolBeaconsfieldRoad,Beaconsfield Primary And Nursery School,Community School,Primary,Beaconsfield Road,Open,Mixed,Ealing,-0.382366,51.5077019
BealHighSchoolWoodfordBridgeRoad,Beal High School,Academy Converter,Secondary,Woodford Bridge Road,Open,Mixed,Redbridge,0.0517127,51.5858994
BeamPrimarySchoolOvalRoadNorth,Beam Primary School,Community School,Primary,Oval Road North,Open,Mixed,Barking And Dagenham,0.163998,51.5283012
BeatriceTateSchool41SouthernGrove,Beatrice Tate School,Community Special School,Not applicable,41 Southern Grove,Open,Mixed,Tower Hamlets,-0.0304532,51.5237999
BeatrixPotterPrimarySchoolMagdalenRoad,Beatrix Potter Primary School,Community School,Primary,Magdalen Road,Open,Mixed,Wandsworth,-0.182364,51.4440002
BeauclercInfantAndNurserySchool116FrenchStreet,Beauclerc Infant And Nursery School,Community School,Primary,116 French Street,Open,Mixed,Spelthorne,-0.400621,51.4085007
BeaumontPrimarySchoolOldLodgeLane,Beaumont Primary School,Community School,Primary,Old Lodge Lane,Open,Mixed,Croydon,-0.121123,51.3282013
BeaversCommunityPrimarySchoolArundelRoad,Beavers Community Primary School,Community School,Primary,Arundel Road,Open,Mixed,Hounslow,-0.400873,51.4696007
BecketKeysChurchOfEnglandFreeSchoolSawyersHallLane,Becket Keys Church Of England Free School,Free Schools,Secondary,Sawyers Hall Lane,Open,Mixed,Brentwood,0.302222,51.6271019
BeckfordPrimarySchoolDornfellStreet,Beckford Primary School,Community School,Primary,Dornfell Street,Open,Mixed,Camden,-0.200185,51.5507011
BeckmeadSchoolMonksOrchardRoad,Beckmead School,Community Special School,Not applicable,Monks Orchard Road,Open,Mixed,Croydon,-0.0272981,51.3787994
BecontreePrimarySchoolStevensRoad,Becontree Primary School,Community School,Primary,Stevens Road,Open,Mixed,Barking And Dagenham,0.117372,51.5568008
BeddingtonInfants'SchoolCroydonRoad,Beddington Infants' School,Community School,Primary,Croydon Road,Open,Mixed,Sutton,-0.144875,51.3688011
BeddingtonParkPrimarySchoolMallinsonRoad,Beddington Park Primary School,Academy Converter,Primary,Mallinson Road,Open,Mixed,Sutton,-0.133463,51.3727989
BedfontPrimarySchoolHattonRoad,Bedfont Primary School,Community School,Primary,Hatton Road,Open,Mixed,Hounslow,-0.431293,51.4580002
BedonwellInfantAndNurserySchoolBedonwellRoad,Bedonwell Infant And Nursery School,Community School,Primary,Bedonwell Road,Open,Mixed,Bexley,0.13406,51.4794006
BedonwellJuniorSchoolBedonwellRoad,Bedonwell Junior School,Community School,Primary,Bedonwell Road,Open,Mixed,Bexley,0.13406,51.4794006
BeecholmePrimarySchoolEdgehillRoad,Beecholme Primary School,Community School,Primary,Edgehill Road,Open,Mixed,Merton,-0.151879,51.4127998
BeecroftGardenPrimaryBeecroftRoad,Beecroft Garden Primary,Community School,Primary,Beecroft Road,Open,Mixed,Lewisham,-0.0361009,51.4570999
BeehivePreparatorySchool233BeehiveLane,Beehive Preparatory School,Other Independent School,Not applicable,233 Beehive Lane,Open,Mixed,Redbridge,0.0581457,51.5810013
BeehiveSchoolGroundFloor,Beehive School,Other Independent School,Not applicable,Ground Floor,Closed,Mixed,Islington,-0.127546,51.5732002
BeisAharonSchool83-95BethuneRoad,Beis Aharon School,Other Independent School,Not applicable,83 - 95 Bethune Road,Open,Boys,Hackney,-0.0817527,51.5712013
BeisChinuchLebonosGirlsSchoolWoodberryDownCentre,Beis Chinuch Lebonos Girls School,Other Independent School,Not applicable,Woodberry Down Centre,Open,Girls,Hackney,-0.0912565,51.5709991
BeisMalkaGirls'School93AlkhamRoad,Beis Malka Girls' School,Other Independent School,Not applicable,93 Alkham Road,Open,Girls,Hackney,-0.0707996,51.5667992
BeisMedrashElyon233WestHendonBroadway,Beis Medrash Elyon,Other Independent School,Not applicable,233 West Hendon Broadway,Open,Boys,Barnet,-0.241628,51.5789986
BeisRochelD'satmarGirls'School51-57AmhurstPark,Beis Rochel D'satmar Girls' School,Other Independent School,Not applicable,51-57 Amhurst Park,Open,Mixed,Hackney,-0.0799683,51.574501
BeisRuchelD'satmarLondon117StamfordHill,Beis Ruchel D'satmar London,Other Independent School,Not applicable,117 Stamford Hill,Open,Girls,Hackney,-0.0734092,51.5726013
BeisSorohSchneirerArbiterHouse,Beis Soroh Schneirer,Other Independent School,Not applicable,Arbiter House,Open,Girls,Barnet,-0.239523,51.580101
BeisTranaGirls'School186UpperClaptonRoad,Beis Trana Girls' School,Other Independent School,Not applicable,186 Upper Clapton Road,Open,Girls,Hackney,-0.0598235,51.5662994
BeisYaakovGirlsSchoolAvigdorMews,Beis Yaakov Girls School,Other Independent School,Not applicable,Avigdor Mews,Open,Girls,Hackney,-0.0849546,51.5647011
BeisYaakovPrimarySchool373EdgwareRoad,Beis Yaakov Primary School,Voluntary Aided School,Primary,373 Edgware Road,Open,Girls,Brent,-0.257692,51.5918999
BeitShvidlerPrimarySchool261HaleLane,Beit Shvidler Primary School,Voluntary Aided School,Primary,261 Hale Lane,Open,Mixed,Barnet,-0.271656,51.618
BellFarmPrimarySchoolHershamRoad,Bell Farm Primary School,Community School,Primary,Hersham Road,Open,Mixed,Elmbridge,-0.40077,51.3721008
BellLanePrimarySchoolBellLane,Bell Lane Primary School,Community School,Primary,Bell Lane,Open,Mixed,Barnet,-0.216212,51.5875015
BellendenPrimarySchoolReedhamStreet,Bellenden Primary School,Community School,Primary,Reedham Street,Open,Mixed,Southwark,-0.070865,51.4669991
BellerbysCollegeLondonBountyHouse,Bellerbys College London,Other Independent School,Not applicable,Bounty House,Open,Mixed,Greenwich,-0.0220031,51.4816017
BellevillePrimarySchoolBellevilleRoad,Belleville Primary School,Academy Converter,Primary,Belleville Road,Open,Mixed,Wandsworth,-0.163662,51.4571991
BelmontInfantSchoolRusperRoad,Belmont Infant School,Community School,Primary,Rusper Road,Open,Mixed,Haringey,-0.0941832,51.5920982
BelmontJuniorSchoolRusperRoad,Belmont Junior School,Community School,Primary,Rusper Road,Open,Mixed,Haringey,-0.0941832,51.5920982
BelmontPrimarySchoolBelmontRoad,Belmont Primary School,Community School,Primary,Belmont Road,Open,Mixed,Bexley,0.146,51.4729996
BelmontSchoolHibbertRoad,Belmont School,Community School,Primary,Hibbert Road,Open,Mixed,Harrow,-0.327479,51.5997009
BelmorePrimaryAcademyOwenRoad,Belmore Primary Academy,Academy Sponsor Led,Primary,Owen Road,Open,Mixed,Hillingdon,-0.401552,51.5317993
BelvedereInfantSchoolMitchellClose,Belvedere Infant School,Community School,Primary,Mitchell Close,Open,Mixed,Bexley,0.158569,51.4908981
BelvedereJuniorSchoolMitchellClose,Belvedere Junior School,Academy Sponsor Led,Primary,Mitchell Close,Open,Mixed,Bexley,0.157194,51.4906998
BelvueSchoolRowdellRoad,Belvue School,Community Special School,Not applicable,Rowdell Road,Open,Mixed,Ealing,-0.368367,51.5416985
BenJonsonPrimarySchoolHarfordStreet,Ben Jonson Primary School,Community School,Primary,Harford Street,Open,Mixed,Tower Hamlets,-0.0385993,51.5209999
BenedictHousePreparatorySchool1-5VictoriaRoad,Benedict House Preparatory School,Other Independent School,Not applicable,1-5 Victoria Road,Open,Mixed,Bexley,0.0992889,51.4287987
BenedictPrimarySchoolChurchRoad,Benedict Primary School,Academy Sponsor Led,Primary,Church Road,Open,Mixed,Merton,-0.170115,51.4026985
BenhurstPrimarySchoolBenhurstAvenue,Benhurst Primary School,Community School,Primary,Benhurst Avenue,Open,Mixed,Havering,0.20401,51.5545998
BenshamManorSchoolEcclesbourneRoad,Bensham Manor School,Community Special School,Not applicable,Ecclesbourne Road,Open,Mixed,Croydon,-0.102191,51.3949013
BenthalPrimarySchoolBenthalRoad,Benthal Primary School,Community School,Primary,Benthal Road,Open,Mixed,Hackney,-0.0652005,51.5583
BentleyStPaul'sChurchOfEnglandVoluntaryAidedPrimarySchoolAshwellsRoad,Bentley St Paul's Church Of England Voluntary Aided Primary School,Voluntary Aided School,Primary,Ashwells Road,Open,Mixed,Brentwood,0.266873,51.6489983
BentleyWoodHighSchoolBridgesRoad,Bentley Wood High School,Academy Converter,Secondary,Bridges Road,Open,Girls,Harrow,-0.332392,51.6172981
BenyonPrimarySchoolTyssenPlace,Benyon Primary School,Academy Sponsor Led,Primary,Tyssen Place,Open,Mixed,Thurrock,0.294652,51.5239983
BeormundPrimarySchoolCrosbyRow,Beormund Primary School,Community Special School,Not applicable,Crosby Row,Open,Mixed,Southwark,-0.0884874,51.5008011
BergerPrimarySchoolAndersonRoad,Berger Primary School,Community School,Primary,Anderson Road,Open,Mixed,Hackney,-0.0448512,51.5460014
BerkeleyPrimarySchoolCranfordLane,Berkeley Primary School,Community School,Primary,Cranford Lane,Open,Mixed,Hounslow,-0.389885,51.4852982
BerrymedeInfantSchoolCastleClose,Berrymede Infant School,Community School,Primary,Castle Close,Open,Mixed,Ealing,-0.273256,51.5029984
BerrymedeJuniorSchoolOsborneRoad,Berrymede Junior School,Community School,Primary,Osborne Road,Open,Mixed,Ealing,-0.273256,51.5029984
BertrumHouseSchool290BalhamHighRoad,Bertrum House School,Other Independent School,Not applicable,290 Balham High Road,Open,Mixed,Wandsworth,-0.158449,51.4375992
BessemerGrangePrimarySchoolDylways,Bessemer Grange Primary School,Community School,Primary,Dylways,Open,Mixed,Southwark,-0.0868169,51.4588013
BethJacobGrammarSchoolForGirlsStratfordRoad,Beth Jacob Grammar School For Girls,Other Independent School,Not applicable,Stratford Road,Open,Girls,Barnet,-0.217858,51.587101
BethnalGreenAcademyGossetStreet,Bethnal Green Academy,Academy Converter,Secondary,Gosset Street,Open,Mixed,Tower Hamlets,-0.069625,51.527401
BethsGrammarSchoolHartfordRoad,Beths Grammar School,Academy Converter,Secondary,Hartford Road,Open,Boys,Bexley,0.150735,51.4466019
BettyLaywardPrimarySchoolClissoldRoad,Betty Layward Primary School,Community School,Primary,Clissold Road,Open,Mixed,Hackney,-0.0846212,51.5578995
BeulahInfants'SchoolFurzeRoad,Beulah Infants' School,Academy Sponsor Led,Primary,Furze Road,Open,Mixed,Croydon,-0.0987988,51.4039001
BeulahJuniorSchoolBeulahRoad,Beulah Junior School,Community School,Primary,Beulah Road,Open,Mixed,Croydon,-0.0990963,51.4043007
BevingtonPrimarySchoolBevingtonRoad,Bevington Primary School,Community School,Primary,Bevington Road,Open,Mixed,Kensington And Chelsea,-0.208173,51.5214005
BexleyGrammarSchoolDansonLane,Bexley Grammar School,Academy Converter,Secondary,Danson Lane,Open,Mixed,Bexley,0.10704,51.456501
BexleyheathAcademyWoolwichRoad,Bexleyheath Academy,Academy Sponsor Led,Secondary,Woolwich Road,Open,Mixed,Bexley,0.146039,51.4578018
BhaktivedantaManorSchoolDharamMarg,Bhaktivedanta Manor School,Other Independent School,Not applicable,Dharam Marg,Open,Mixed,Hertsmere,-0.33643,51.665699
BickleyParkSchool24PageHeathLane,Bickley Park School,Other Independent School,Not applicable,24 Page Heath Lane,Open,Mixed,Bromley,0.0439144,51.4012985
BickleyPrimarySchoolNightingaleLane,Bickley Primary School,Community School,Primary,Nightingale Lane,Open,Mixed,Bromley,0.0306045,51.4023018
BigCreativeIndependentSchoolSilverBirchHouse,Big Creative Independent School,Other Independent School,Not applicable,Silver Birch House,Open,Mixed,Waltham Forest,-0.0425897,51.5940018
BigginHillPrimarySchoolOldTyeAvenue,Biggin Hill Primary School,Academy Converter,Primary,Old Tye Avenue,Open,Mixed,Bromley,0.0401644,51.3147011
BiglandGreenPrimarySchoolBiglandStreet,Bigland Green Primary School,Community School,Primary,Bigland Street,Open,Mixed,Tower Hamlets,-0.0597921,51.5131989
BirkbeckPrimarySchoolAlmaRoad,Birkbeck Primary School,Community School,Primary,Alma Road,Open,Mixed,Bexley,0.105794,51.4319
BishopChallonerCatholicFederationsOfBoysSchool352CommercialRoad,Bishop Challoner Catholic Federations Of Boys School,Voluntary Aided School,Secondary,352 Commercial Road,Open,Boys,Tower Hamlets,-0.0493739,51.5135002
BishopChallonerCatholicFederationsOfGirlsSchool352CommercialRoad,Bishop Challoner Catholic Federations Of Girls School,Voluntary Aided School,Secondary,352 Commercial Road,Open,Girls,Tower Hamlets,-0.0511939,51.513401
BishopChallonerSchool228BromleyRoad,Bishop Challoner School,Other Independent School,Not applicable,228 Bromley Road,Open,Mixed,Bromley,-0.003716,51.4068985
BishopDouglassSchoolFinchleyHamiltonRoad,Bishop Douglass School Finchley,Voluntary Aided School,Secondary,Hamilton Road,Open,Mixed,Barnet,-0.178447,51.5940018
BishopGilpinCofePrimarySchoolLakeRoad,Bishop Gilpin Cofe Primary School,Voluntary Aided School,Primary,Lake Road,Open,Mixed,Merton,-0.206935,51.4272995
BishopJohnRobinsonChurchOfEnglandPrimarySchoolHovetonRoad,Bishop John Robinson Church Of England Primary School,Voluntary Aided School,Primary,Hoveton Road,Open,Mixed,Greenwich,0.118844,51.5084
BishopJustusCofeSchoolMagpieHallLane,Bishop Justus Cofe School,Academy Converter,Secondary,Magpie Hall Lane,Open,Mixed,Bromley,0.0433793,51.3811989
BishopPerrinChurchOfEnglandPrimarySchoolHospitalBridgeRoad,Bishop Perrin Church Of England Primary School,Voluntary Aided School,Primary,Hospital Bridge Road,Open,Mixed,Richmond Upon Thames,-0.366099,51.4487991
BishopRamseyChurchOfEnglandSchoolHumeWay,Bishop Ramsey Church Of England School,Academy Converter,Secondary,Hume Way,Open,Mixed,Hillingdon,-0.409267,51.5788994
BishopRidleyChurchOfEnglandVaPrimarySchoolNorthumberlandAvenue,Bishop Ridley Church Of England Va Primary School,Voluntary Aided School,Primary,Northumberland Avenue,Open,Mixed,Bexley,0.0884072,51.4594994
BishopStopford'sSchoolBrickLane,Bishop Stopford's School,Voluntary Aided School,Secondary,Brick Lane,Open,Mixed,Enfield,-0.0544492,51.6573982
BishopThomasGrantCatholicSecondarySchoolBelltreesGrove,Bishop Thomas Grant Catholic Secondary School,Voluntary Aided School,Secondary,Belltrees Grove,Open,Mixed,Lambeth,-0.118751,51.4249992
BishopWinnington-ingramCofePrimarySchoolSouthcoteRise,Bishop Winnington-ingram Cofe Primary School,Voluntary Aided School,Primary,Southcote Rise,Open,Mixed,Hillingdon,-0.434574,51.5778008
BishopshaltSchoolRoyalLane,Bishopshalt School,Academy Converter,Secondary,Royal Lane,Open,Mixed,Hillingdon,-0.459673,51.5325012
BlackfenSchoolForGirlsBlackfenRoad,Blackfen School For Girls,Academy Converter,Secondary,Blackfen Road,Open,Girls,Bexley,0.112132,51.4486008
BlackheathHighSchool27VanbrughPark,Blackheath High School,Other Independent School,Not applicable,27 Vanbrugh Park,Open,Girls,Greenwich,0.0157691,51.4775009
BlackheathPreparatorySchool4StGerman'sPlace,Blackheath Preparatory School,Other Independent School,Not applicable,4 St German's Place,Open,Mixed,Greenwich,0.0157035,51.4724998
BlairPeachPrimarySchoolBeaconsfieldRoad,Blair Peach Primary School,Community School,Primary,Beaconsfield Road,Open,Mixed,Ealing,-0.383098,51.5078011
BlenheimHighSchoolLongmeadRoad,Blenheim High School,Academy Converter,Secondary,Longmead Road,Open,Mixed,Epsom And Ewell,-0.264371,51.3452988
BlenheimPrimarySchoolBlenheimRoad,Blenheim Primary School,Community School,Primary,Blenheim Road,Open,Mixed,Bromley,0.117759,51.3726997
BlessedDominicCatholicPrimarySchoolLanacreAvenue,Blessed Dominic Catholic Primary School,Voluntary Aided School,Primary,Lanacre Avenue,Open,Mixed,Barnet,-0.246164,51.5998993
BlessedSacramentRcPrimarySchoolBoadiceaStreet,Blessed Sacrament Rc Primary School,Voluntary Aided School,Primary,Boadicea Street,Open,Mixed,Islington,-0.119045,51.536499
BlooHouseTheLodge(moorePlace),Bloo House,Other Independent School,Not applicable,The Lodge (moore Place),Open,Mixed,Elmbridge,-0.370312,51.3656006
BlossomHouseSchoolStationRoad,Blossom House School,Other Independent Special School,Not applicable,Station Road,Open,Mixed,Merton,-0.239146,51.3950996
BlueGateFieldsInfants'SchoolKingDavidLane,Blue Gate Fields Infants' School,Community School,Primary,King David Lane,Open,Mixed,Tower Hamlets,-0.0543257,51.510601
BlueGateFieldsJuniorSchoolKingDavidLane,Blue Gate Fields Junior School,Community School,Primary,King David Lane,Open,Mixed,Tower Hamlets,-0.0543257,51.510601
BneiZionCommunitySchool49aRavensdaleRoad,Bnei Zion Community School,Other Independent School,Not applicable,49a Ravensdale Road,Open,Boys,Hackney,-0.0695486,51.5751991
BnoisJerusalemGirlsSchool79/81AmhurstPark,Bnois Jerusalem Girls School,Other Independent School,Not applicable,79/81 Amhurst Park,Open,Girls,Hackney,-0.0822609,51.5746002
BnosBeisYaakovPrimarySchoolKingsburySynagogue,Bnos Beis Yaakov Primary School,Other Independent School,Not applicable,Kingsbury Synagogue,Open,Girls,Brent,-0.26376,51.5825996
BnosZionOfBobov65-67RavensdaleRoad,Bnos Zion Of Bobov,Other Independent School,Not applicable,65-67 Ravensdale Road,Open,Girls,Hackney,-0.0685611,51.5752983
BondPrimarySchoolBondRoad,Bond Primary School,Community School,Primary,Bond Road,Open,Mixed,Merton,-0.166097,51.4085999
BonnerPrimarySchoolStainsburyStreet,Bonner Primary School,Community School,Primary,Stainsbury Street,Open,Mixed,Tower Hamlets,-0.0487075,51.5297012
BonnevillePrimarySchoolBonnevilleGardens,Bonneville Primary School,Community School,Primary,Bonneville Gardens,Open,Mixed,Lambeth,-0.139687,51.4530983
BonneygrovePrimarySchoolDarkLane,Bonneygrove Primary School,Community School,Primary,Dark Lane,Open,Mixed,Broxbourne,-0.0584334,51.7028008
BonnygatePrimarySchoolArisdaleAvenue,Bonnygate Primary School,Community School,Primary,Arisdale Avenue,Open,Mixed,Thurrock,0.287377,51.5131989
BonusPastorCatholicCollegeWinlatonRoad,Bonus Pastor Catholic College,Voluntary Aided School,Secondary,Winlaton Road,Open,Mixed,Lewisham,-0.0017229,51.4266014
BoscoCentreCollegeBoscoCentre,Bosco Centre College,Other Independent School,Not applicable,Bosco Centre,Open,Mixed,Southwark,-0.0581933,51.4992981
