tipo_establecimiento;tipo_titularidad;municipio_codigo;municipio_nombre;direccion_via_codigo;direccion_via_nombre;direccion_portal_numero;direccion_piso;direccion_puerta;direccion_codigo_postal;direccion_ubicacion;direccion_coordenada_x;direccion_coordenada_y;direccion_longitud;direccion_latitud;horario_acceso;codigo_dea
Instalaciones de transporte;Pública;038;Cercedilla;CALLE;de Emilio Serrano;43;;;28470;ESTACIÓN CERCANÍAS RENFE CERCEDILLA. HALL ;409960;4510169;-4,06638254792336;40,7375397706894;;2024-16
Centros residenciales de mayores con 200 plazas;Privada;079;Madrid;CALLE;de Amaltea;15;;;28045;RESIDENCIA BALLESOL EN PASILLO ACCESO SERVICIO MÉDICO ;441789;4472037;-3,68593471520445;40,3969038107572;24H;2019-2079
Otros;Privada;079;Madrid;CALLE;de Amaltea;6;;;28045;SOPORTALES DE LA COMUNIDAD CON ACCESO DESDE EL NÚMERO 6 A PORTALE S. C.P. RESIDENCIAL PLANETARIO PEREZ OLMO;442058;4471764;-3,68274030092627;40,3944632372683;24 horas;2021-689
Otros;Privada;079;Madrid;CALLE;de Amaltea;32;;;28045;INMOCRITERIA PATRIMONIO ;442057;4471860;-3,68276081865654;40,3953279880523;24H;2023-944
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Amaltea;32;4;;28045;UNION DE CREDITOS INMOBILIARIOS ;442064;4471859;-3,68267824999519;40,3953194664827;;2018-1070
Otros;Privada;079;Madrid;AVDA;de Camilo José Cela;17-27;;;28028;C.P. CAMILO JOSE CELA 17-27 ;443372;4476483;-3,6676783185118;40,437064919523;;2023-868
Otros;Privada;079;Madrid;CALLE;de Conventín de Valdedios;5;;;28049;C.P. SANTUARIO DE VALVERDE ;441655;4484917;-3,68869728923477;40,5129231596419;;2022-443
Centro educativo;Privada;079;Madrid;CALLE;de Monasterio de Oseira;17;;;28049;EN HALL DE ENTRADA COLEGIO SANTA MARÍA LA BLANCA;440991;4484649;-3,69650953712516;40,5104619508244;;2018-534
Otros;Privada;079;Madrid;CALLE;de Monasterio de Oseira;19;;;28049;C.P. MONASTERIO DE OSEIRA 19 ;440991;4484668;-3,69651130803736;40,5106331092552;;2021-886
Instalaciones de transporte;Pública;079;Madrid;AVDA;de Monasterio de Silos;63;;;28049;DENTRO DE LA ESTACION DE METRO DE MONTECARMELO,EN EL VESTIBULO ;441041;4484070;-3,69586549295974;40,5052496751782;;2018-2999
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;079;Madrid;CALLE;de Monasterio de Arlanza;20;;;28049;EN LÍNEA DE CAJAS DE SUPERMERCADOS SIMPLY. JUNTO A OFICINA DE GERENCIA Y SEGURIDAD. CENTRO COMERCIAL MONTECARMELO;441485;4484592;-3,69067377063363;40,5099834704792;;2018-967
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;de Monasterio de Arlanza;20;;;28049;Holmes Place -Sala de Maquinas ;441485;4484589;-3,69067349336466;40,5099564454277;;2021-675
Otros;Pública;039;Cervera de Buitrago;CALLE;de la Iglesia;9;;;28193;AYUNTAMIENTO DE CERVERA DE BUITRAGO ;455361;4530192;-3,53014653660127;40,9216247347515;24H;2022-835
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de las Catorce Olivas;1;;;28054;CENTRO DEP MUNICIPAL FRANCISCO FERNANDEZ OCHOA ;437137;4468599;-3,74040864372445;40,3655945923731;;2022-255
Otros;Privada;079;Madrid;CALLE;de Juan Mieg;3;;;28054;TANATORIO, EN RECEPCIÓN SERVICIOS ESPECIALES SA;437967;4469264;-3,73069824987475;40,3716474096098;24H;2018-295
Centro educativo;Pública;079;Madrid;CALLE;del Madre Rosa Blanco;3;;;28041;COLEGIO CIUDAD DE JAÉN VESTÍBULO;440504;4469336;-3,7008233384065;40,3724809702801;9-16 DIAS LECTIVOS;2018-292
Centro educativo;Privada;079;Madrid;CALLE;de Asunción Cuestablanca;11;;;28050;RAMPA PRIMERO DE PRIMARIA ;444526;4484265;-3,65475338105009;40,5072466635451;;2019-345
Centro educativo;Privada;079;Madrid;CALLE;de Asunción Cuestablanca;11;;;28050;EDIFICIO POLIDEPORTIVO ;444645;4484346;-3,65335600539655;40,5079842948217;;2019-343
Centro educativo;Privada;079;Madrid;CALLE;de Asunción Cuestablanca;11;;;28050;;444645;4484346;-3,65335600539655;40,5079842948217;;2019-344
Centro educativo;Privada;079;Madrid;CALLE;de Asunción Cuestablanca;1;;;28050;INFANTIL ;444645;4484346;-3,65335600539655;40,5079842948217;;2019-341
Otros;Privada;079;Madrid;CALLE;de Dulce Chacón;55;;;28050;LOOM TORRE CHAMARTIN. RECEPCION A LA DERECHA ;443070;4481896;-3,67172440194731;40,4858071073326;24 H;2020-606
Centro educativo;Pública;079;Madrid;CALLE;de Francisco Tomás y Valiente;7;;;28049;Hall a la derecha de información UNIVERSIDAD AUTÓNOMA DE MADRID. FFCC CIENCIAS;441128;4488521;-3,69525294718818;40,5453518775972;;2021-578
Centro educativo;Pública;079;Madrid;CALLE;de Francisco Tomás y Valiente;5;;;28049;HALL PRINCIPAL JUNTO A INFORMACIÓN UNIVERSIDAD AUTÓNOMA DE MADRID FFCC ECONÓMICAS;441098;4488516;-3,69560674346729;40,5453047037994;;2021-586
Centro educativo;Pública;079;Madrid;CALLE;de Francisco Tomás y Valiente;11;;;28049;A LA DERECHA DE INFORMACIÓN UNIVERSIDAD AUTÓNOMA DE MADRID FFCC EPS;441447;4488695;-3,69150207725507;40,5469419274764;;2021-580
Centro educativo;Pública;079;Madrid;CALLE;de Francisco Tomás y Valiente;3;;;28049;FRENTE A PUNTO DE INFORMACIÓN Y ASCENSOR UNIVERSIDAD AUTÓNOMA DE MADRID. F. PROFESIONAL;440869;4488429;-3,69830280275826;40,5445046704826;;2021-584
Centro educativo;Pública;079;Madrid;CALLE;de Francisco Tomás y Valiente;1;;;28049;FRENTE A INFORMACIÓN Y CAFETERÍA UNIVERSIDAD AUTÓNOMA DE MADRID. FFCC FILOSOFIA;440842;4488433;-3,69862200898598;40,5445387761417;;2021-585
Centro educativo;Privada;079;Madrid;AVDA;de la Peseta;8;;;28054;EN EL POLIDEPORTIVO COLEGIO ABACO;435014;4468871;-3,76543925454163;40,367882106612;;2018-371
Centro educativo;Pública;079;Madrid;AVDA;de la Peseta;30;;;28054;PASILLO DEL MÓDULO SANITARIO CENTRO DE EDUCACIÓN ESPECIAL MARIA SORIANO;435305;4468286;-3,76195264614321;40,3626348060924;;2018-1004
Otros;Privada;079;Madrid;CALLE;de Luisa de Carvajal;;;;28037;CONSEJERÍA PR2-PR3 EN LA GARITA MANC. PROP. ALBADALEJO PR 1-2-3-5;447566;4476444;-3,61822814755324;40,4369885928172;;2019-859
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Pinar de San José;98;1;;28054;OFICINAS COMPASS GROUP 1ª PLANTA COLGADO EN ACCESO A ASEOS Y COMEDOR;434242;4468240;-3,77446643060612;40,3621372640511;;2019-2583
Otros;Privada;005;Alcalá de Henares;CTRA;Daganzo (margen derecho);3;;;28806;ALMACÉN SECTOR 31 ;466571;4483313;-3,39451626323626;40,4998515596089;HORARIO COMERCIAL;2023-583
Otros;Privada;005;Alcalá de Henares;CTRA;M-300 (margen derecho);KM30.5;BAJA;;;EN LA RECEPCIÓN TEDEC MEIJI FARMA;464718;4480029;-3,41620134441458;40,470189916788;L A V 7-15.30;2018-897
Otros;Privada;005;Alcalá de Henares;CALLE;Francisco Rabal;7;;1;28806;HALL DE ENTRADA AL CENTRO - PLANTA BAJA ;465394;4481543;-3,4083097766259;40,4838577218451;24 horas;2019-878
Otros;Privada;005;Alcalá de Henares;CALLE;Francisco Rabal;7;;;28806;AL LADO SALA PRIMEROS AUXILIOS ;465394;4481540;-3,4083096128596;40,4838306953908;7:30 - 20:00;2019-2640
Otros;Privada;005;Alcalá de Henares;CALLE;Francisco Rabal;7;;;28806;ZONA FICHAJE ALMACEN LEGRAND ;465394;4481541;-3,40830966744835;40,4838397042089;;2022-154
Otros;Privada;005;Alcalá de Henares;CALLE;Francisco Rabal;7;;;28806;ZONA VENDING ALMACEN LEGRAND ;465398;4481541;-3,40826247334002;40,4838398709253;;2022-155
Otros;Privada;005;Alcalá de Henares;CALLE;Rumanía;5;B;;28802;PUERTA PRINCIPAL - NAVE B2 ALMACEN SECUNDARIA - NAVE B17;465709;4480601;-3,40454229461242;40,4753844749641;LABORABLES DE L A V 7:00 A 15:15;2019-185
Centros residenciales de mayores con 200 plazas;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;27;BAJA;;28806;JUNTO A RECEPCIÓN SERVIGER XXI;468306;4484576;-3,37410409591671;40,5112977837545;24H;2018-1017
Establecimiento público con aforo igual o superior a 2000 personas;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;CENTRO MEDICO- DESA PORTABLE-ENFERMERIA ESRADIO MOCHILA ;469276;4484137;-3,3626334972331;40,507379406369;;2022-1111
Establecimiento público con aforo igual o superior a 2000 personas;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;CAMPO 4 frente a los baños ;469276;4484137;-3,3626334972331;40,507379406369;;2022-1096
Establecimiento público con aforo igual o superior a 2000 personas;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;CENTRO MEDICO- DESA PORTATIL-X11E500175 ;469276;4484137;-3,3626334972331;40,507379406369;;2022-1105
Establecimiento público con aforo igual o superior a 2000 personas;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;CENTRO MEDICO- DESA PORTATIL ;469276;4484137;-3,3626334972331;40,507379406369;;2022-1108
Establecimiento público con aforo igual o superior a 2000 personas;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;GARITA CONTROL ENTRADA ;469276;4484137;-3,3626334972331;40,507379406369;PARTIDOS/ EVENTOS;2023-79
Establecimiento público con aforo igual o superior a 2000 personas;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;PUERTA DE SERVICIOS MEDICOS ;469276;4484137;-3,3626334972331;40,507379406369;PARTIDOS/ EVENTOS;2023-77
Establecimiento público con aforo igual o superior a 2000 personas;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;CAMPO 2 PASILLO ;469276;4484137;-3,3626334972331;40,507379406369;PARTIDOS/ EVENTOS;2023-78
Establecimiento público con aforo igual o superior a 2000 personas;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;CAMPO DE FUTBOL ;469276;4484137;-3,3626334972331;40,507379406369;;2022-1097
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;Centro Deportivo Alcalá de Henares-Dispositivo Movil 2 ;469111;4484343;-3,36459099460532;40,5092290971704;Horario según eventos, partidos;2024-892
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;Centro Deportivo Alcalá de Henares-ESTADIO GRADA DETRÁS DE LOS BA NQUILLOS;469111;4484343;-3,36459099460532;40,5092290971704;Horario según eventos, partidos;2024-896
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;Centro Deportivo Alcalá de Henares-Dispositivo movil 1 ;469111;4484343;-3,36459099460532;40,5092290971704;Horario según eventos, partidos;2024-891
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;Centro Deportivo Alcalá de Henares-VENDING ENTRE LOS CAMPOS 6Y 7 ;469111;4484343;-3,36459099460532;40,5092290971704;Horario según eventos, partidos;2024-898
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;Centro Deportivo Alcalá de Henares-Dispositivo Movil 4 ;469111;4484343;-3,36459099460532;40,5092290971704;Horario según eventos, partidos;2024-894
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;Centro Deportivo Alcalá de Henares-Dispositivo movil 3 ;469111;4484343;-3,36459099460532;40,5092290971704;Horario según eventos, partidos;2024-893
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;Centro Deportivo Alcalá de Henares-SERVICIO MEDICO ;469111;4484343;-3,36459099460532;40,5092290971704;Horario según eventos, partidos;2024-897
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;005;Alcalá de Henares;AVDA;Gustavo Adolfo Bécquer;1;;;28806;Centro Deportivo Alcalá de Henares-ENTRADA DE PERSONAL PUERTA F ;469111;4484343;-3,36459099460532;40,5092290971704;Horario según eventos, partidos;2024-895
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;CALLE;de Francisca Delgado;11;;;28108;VESTIBULO PRINCIPAL - RECEPCION ;446630;4487155;-3,63016530454753;40,5334190945034; DE LUNES A VIERNES 24 H;2018-2933
Otros;Privada;006;Alcobendas;CALLE;de Francisca Delgado;11;5;;28108;AL LADO DE LOS ASEOS GALP ENERGIA ESPAÑA;446564;4487042;-3,63093500518664;40,5323968901121;8:00 a 18:00 de Lunes a Viernes;2021-16
Otros;Privada;006;Alcobendas;CALLE;de Francisca Delgado;9;BAJA;;28108;INDRA ;446635;4487196;-3,6301097304795;40,5337887618191;24H;2023-300
Otros;Privada;006;Alcobendas;BULEV;de Salvador Allende;10;;;28108;HALL PRINCIPAL RECEPCION HOTEL;472696;4463478;-3,32138138287884;40,321381813018;;2023-329
Otros;Privada;006;Alcobendas;CALLE;de Anabel Segura;14;ss;;28108;CAPGEMINI PLANTA SS ZONA A. AL LADO DEL COMEDOR;446813;4487175;-3,62800634100272;40,5336110267818;8-18:30 VIERNES 8-15;2017-219
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;CALLE;de Anabel Segura;7;;;28108;HALL PRINCIPAL DEL EDIFICIO SOGEPIMA SA;447004;4487270;-3,62575919516549;40,5344790626507;;2018-258
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;CALLE;de Anabel Segura;11;SS;;28108;EDIFICIO ALBATROS. HALL DE ENTRADA. ZONA SALAS DE REUNIONES RED ELECTRICA DE ESPAÑA;446932;4487143;-3,62659864111573;40,5333303850392;;2018-671
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;CALLE;de Anabel Segura;16;;;28108;EN EL HALL DE ENTRADA DEL EDIFICIO 2 INVERSIONES VILLAR S.A.U.;446786;4487112;-3,62831982433464;40,5330417627731;;2018-1755
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;CALLE;de Anabel Segura;16;;;28108;EN EL HALL DE ENTRADA DEL EDIFICIO 1 INVERSIONES SOBA S.A.;446786;4487112;-3,62831982433464;40,5330417627731;;2018-1751
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;CALLE;de Anabel Segura;16;;;28108;EN EL HALL DE ENTRADA DEL EDIFICIO 3 INVERSIONES VILLAR S.A.U.;446786;4487112;-3,62831982433464;40,5330417627731;24H;2018-1752
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;CALLE;de Anabel Segura;11;;;28108;ACCIONA ;446976;4487139;-3,62607880665765;40,5332971674021;24 horas;2018-2432
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;CALLE;de Anabel Segura;14;;;28108;VESTIBULO PRINCIPAL, RECEPCION ;446813;4487174;-3,62800625689515;40,5336020183546;de L a D de 6:00 a 22:00;2018-2931
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;CALLE;de Anabel Segura;7;1;;28108;PLANTA 2 - PUERTA EF ;446959;4487288;-3,62629201996126;40,5346383356549;8:30-18H;2019-83
Otros;Privada;006;Alcobendas;CALLE;de Anabel Segura;12;;;28108;DESPACHO MÉDICO ;446793;4487245;-3,62824836767594;40,534240332925;;2019-312
Otros;Privada;006;Alcobendas;CALLE;de Anabel Segura;11;;;28108;edificio albatros RED ELÉCTRICA DE ESPAÑA SAU;446933;4487142;-3,626586750403;40,5333214406371;;2021-210
Otros;Privada;006;Alcobendas;CALLE;de Anabel Segura;11;;;28108;COMUNIDAD PROPIETARIOS ANABEL SEGURA, 11 ;443648;4483114;-3,66501325262891;40,4968188063932;24H;2023-278
Otros;Privada;006;Alcobendas;CALLE;de Anabel Segura;11;1;A;28108;CARDIVA2 ;446933;4487141;-3,6265866664864;40,533312432207;L-V de 8:00 a 16:00;2023-602
Otros;Privada;006;Alcobendas;CALLE;de Anabel Segura;11;1;A;28108;CARDIVA2 ;446933;4487141;-3,6265866664864;40,533312432207;L a V de 8:00 a 18:00;2023-603
Otros;Privada;006;Alcobendas;CALLE;de Anabel Segura;11;2;A;28108;NORDEX COMPLEJO ALBATROS EDIFICIO A;446931;4487142;-3,62661036399198;40,5333213125801;L-V 7-14;2024-482
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;CALLE;de Anabel Segura;14;3;;28108;ARVAL SERVICE LEASE, S.A.Planta 3 Zona B ;446815;4487169;-3,62798222269246;40,5335571045612;LUNES A VIERNES DE 08:30 A 17:30;2017-115
Otros;Privada;092;Móstoles;CALLE;de Plasencia;49;;;28935;Instalaciones de MOINSA: ubicado en pasillo principal, en la pare d derecha junto a los aseos.;425333;4467172;-3,87925639101812;40,3517663547243;;2021-387
Otros;Privada;092;Móstoles;CALLE;Puerto de Cotos;8;;;28933;REFLEX ALQUUILER FLEXIBLE DE VEHÍCULOS SA ;425887;4466926;-3,87270480432784;40,349599742306;;2017-170
Otros;Privada;092;Móstoles;CALLE;Puerto Navacerrada;57;;;28935;EN LA SALA DE VISUALIZACION DE PISTAS ;425454;4466765;-3,87778415154112;40,3481108409589;;2022-515
Otros;Privada;092;Móstoles;CALLE;Puerto Navacerrada;57;;;28935;pistas ;425455;4466838;-3,87778090350976;40,3487685288715;;2022-1367
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;092;Móstoles;CALLE;Río Guadiana;9;;;28935;COMPLEJO DEPORTIVO SUPERA MÓSTOLES SIDECU S.A.;425288;4462645;-3,87925679492027;40,3109821051121;;2021-640
Otros;Privada;079;Madrid;AVDA;Eje Central;3;;D;28053;NAVE 4. Hall sala vending ;466656;4451727;-3,3918622475892;40,2152956740613;;2023-429
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;Eje 1;1;;;28053;;444432;4468592;-3,65449223078212;40,366049668685;;2018-2116
Otros;Privada;079;Madrid;CALLE;Eje 1;1;;;28053;EDIFICIO CTM OFICINA 230 B 2ª PLANTA ;444441;4468585;-3,65438562347441;40,3659872080057; lunes a jueves 8:30 h a 17 h y viernes de 8:30 h a 14 h.;2023-143
Otros;Privada;079;Madrid;CALLE;Eje 10;3.8;;;28053;CUARTO MEDICO MERCAMADRID ;443701;4468032;-3,66305213526895;40,3609557923892;lunes a viernes de 6 a 17h;2024-1031
Otros;Privada;079;Madrid;CALLE;Cuarenta y Cuatro Mercamadrid;;;;28053;Entrada oficina EUROBANAN GAMERO ;444029;4468021;-3,65918844746756;40,3608787782931;;2023-701
Otros;Privada;079;Madrid;CALLE;Veintiuno Mercamadrid;;;;28053;PARCELA A2 PASILLO OFICINA UNIDE;443285;4467989;-3,66794736864513;40,3605402307826;"L a V 24 HORAS; S 5.45-15.30 ";2018-2365
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;005;Alcalá de Henares;CALLE;Argentina;1;;;28806;ENTRADA PRINCIPAL HIPER USERA JUNTO CAJA CENTRAL POLIG.IND. CASARRUBIAS.;466435;4482727;-3,39609019929336;40,4945669064232; A S 8-20.30;2018-2472
Establecimiento público con aforo igual o superior a 2000 personas;Pública;022;Boadilla del Monte;AVDA;de Isabel de Farnesio;16;;;28660;AUDITORIO. ESCUELA DE MÚSICA Y DANZA EN EL HALL DE ENTRADA;424721;4472840;-3,88713175971631;40,402769442876;DE LUNES A SÁBADO DE 8:00 A 21:00;2017-63
Establecimiento dependiente de una Administración Pública;Pública;022;Boadilla del Monte;AVDA;de Isabel de Farnesio;33;;;28660;BIBLIOTECA MUNICIPAL JOSÉ ORTEGA Y GASSET EN EL HALL DE ENTRADA;424974;4472408;-3,88409968433063;40,3989007778927;L A V DE 9:00 A 22:00. S Y D: DE 10:00 A 22:00;2017-64
Establecimiento dependiente de una Administración Pública;Pública;022;Boadilla del Monte;CALLE;de Isabel II;26;;;28660;JUZGADO DE PAZ EN EL HALL DE ENTRADA;425269;4473564;-3,88075954586645;40,4093406729284;DE 8:00 A 16:00 DE LUNES A VIERNES;2017-55
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;022;Boadilla del Monte;CALLE;de Luigi Boccherini;5;;;28660;;424849;4472992;-3,88564144977171;40,4041502357794;;2018-1732
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;022;Boadilla del Monte;CALLE;de Menéndez Pidal;0;;;28660;CDM CONDESA DE CHINCHON ;423942;4473790;-3,89642442695;40,4112563091664;;2024-145
Centros residenciales de mayores con 200 plazas;Privada;022;Boadilla del Monte;CALLE;de Severo Ochoa;8;;;28660;pasillo ;424123;4473329;-3,8942364266144;40,4071201102007;24 H;2018-1580
Establecimiento dependiente de una Administración Pública;Pública;006;Alcobendas;CALLE;de Tarragona;61;;;28100;CAMPO DE FÚTBOL OSCAR MOLINA. EN VESTUARIO AYTO DE ALCOBENDAS;445648;4489187;-3,64193429505026;40,5516603254887;COMPETICIONES;2018-502
Otros;Privada;006;Alcobendas;CALLE;de Valportillo I;7;;;28108;EN LA ENTRADA PRINCIPAL ;444574;4486891;-3,65441687372358;40,5309059395927;L-J 7:15-17 // V 7:15-13:45;2019-2686
Establecimiento dependiente de una Administración Pública;Pública;006;Alcobendas;CALLE;de Valportillo I;22;;;28108;O.EMPLEO ;444673;4487108;-3,653267033227;40,5328673732093;8:30-14:30;2019-789
Otros;Privada;006;Alcobendas;CALLE;de Valportillo I;13;;;28108;COCINA ;444587;4487032;-3,6542757459362;40,5321769909285;7:30-18:00;2019-2778
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;CALLE;de Valportillo II;8;;;28108;ACCIONA ;444504;4486899;-3,65524401704513;40,5309733229651;24 horas;2018-2434
Otros;Privada;006;Alcobendas;CALLE;de Valportillo II;5;;;28108;s.coop.madrileñas del servicio de autotaxi ;444424;4486880;-3,65618685262232;40,5307968036695;7:30-21;2024-716
Centro educativo;Privada;006;Alcobendas;CALLE;de la Vereda Norte;3;;;28109;ICS ;445630;4485411;-3,64182220384088;40,5176434214566;8:00-19:30;2024-1014
Centro educativo;Privada;006;Alcobendas;CALLE;de la Vereda Norte;3;;;28109;ICS ;445630;4485411;-3,64182220384088;40,5176434214566;8-19:30;2024-1015
Centro educativo;Privada;006;Alcobendas;CALLE;de la Vereda Norte;3;;;28109;ICS ;445630;4485411;-3,64182220384088;40,5176434214566;8-19:30;2024-1013
Establecimiento dependiente de una Administración Pública;Pública;006;Alcobendas;AVDA;de Miguel de Cervantes;4;;;28100;CIUDAD DEPORTIVA VALDELASFUENTES. SERVICIO DE MEDICINA DEPORTIVA AYTO. ALCOBENDAS;445070;4489131;-3,64875558815255;40,5511177272597;L A D 8-30-22.30;2018-477
