Column,centro_nro_registro,centro_tipo,alergologia,cardiologia,cirugia_mayor_ambulatoria,cirugia_menor_ambulatoria,dermatologia,endocrinologia,enfermeria,farmacia,fisioterapia,medicina_general,neumologia,neurologia,nutricion_y_dietetica,oncologia,otorrinolaringologia,pediatria,psicologia_clinica,psiquiatria,rehabilitacion,urgencias,vacunacion,direccion_completa,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_codigo_postal,municipio_nombre,localizacion_coordenada_x,localizacion_coordenada_y
99,CS0048,Consulta médica,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle del Corregidor Alonso de Tobar 4 28030 Madrid,Calle,del Corregidor Alonso de Tobar,4,28030,Madrid,444962,"4472688"
100,CS0050,Consulta médica,,,,,,,,,,medicinageneral,,,,,,,,,,,,Paseo de las Delicias 83.0 28045 Madrid,Paseo,de las Delicias,83,28045,Madrid,441086,"4472005"
101,CS0059,Centro de diálisis,,,,,,,enfermeria,,,,,,,,,,,,,,,Calle de Fermín Caballero 87 28035 Madrid,Calle,de Fermín Caballero,87,28035,Madrid,439057,"4481183"
102,CS0060,Centro de diagnóstico,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de Fernán González 66 28009 Madrid,Calle,de Fernán González,66,28009,Madrid,442750,"4474310"
103,CS0062,Consulta médica,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de Francisco Gervas 17 28020 Madrid,Calle,de Francisco Gervas,17,28020,Madrid,441082,"4479145"
104,CS0069,Centro Polivalente,alergologia,cardiologia,cirugiamayoriaambulatoria,,dermatologia,endocrinologia,enfermeria,,fisioterapia,medicinageneral,neumologia,neurologia,,,otorrinolaringologia,,,psiquiatria,,,,Custa del Sagrado Corazón 4 28016 Madrid,Custa,del Sagrado Corazón,4,28016,Madrid,443138,"4479703"
105,CS0075,Otros centros especializados,,,,,,,,,,,,,,,,,psicologiaclinica,psiquiatria,,,,Paseo de la Habana 206 28016 Madrid,Paseo,de la Habana,206,28016,Madrid,442403,"4479603"
106,CS0090,Centro Polivalente,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle de Jesús del Pino 32 28031 Madrid,Calle,de Jesús del Pino,32,28031,Madrid,447019,"4470331"
107,CS0096,Consulta de otros profesionales sanitarios,,,,,,,enfermeria,,,,,,,,,,,,,,,Calle de Juan Ramón Jiménez 2 28036 Madrid,Calle,de Juan Ramón Jiménez,2,28036,Madrid,441772,"4478680"
108,CS0112,Centro de salud,,,,,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Avda Orovilla 53 28041 Madrid,Avda,Orovilla,53,28041,Madrid,441481,"4467789"
109,CS0114,Centro Polivalente,,cardiologia,,,,endocrinologia,enfermeria,,fisioterapia,medicinageneral,,neurologia,,,otorrinolaringologia,,,,,,,Calle del Príncipe de Vergara 134 28002 Madrid,Calle,del Príncipe de Vergara,134,28002,Madrid,442487,"4477219"
110,CS0129,Consulta médica,,,,,,,,,,,,,,,otorrinolaringologia,,,,,,,Calle de Serrano 63 28006 Madrid,Calle,de Serrano,63,28006,Madrid,441731,"4475993"
111,CS0132,Consulta médica,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de Teresita González Quevedo 4 28020 Madrid,Calle,de Teresita González Quevedo,4,28020,Madrid,440934,"4478565"
112,CS0137,Centro Polivalente,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle Vía Carpetana 147 28025 Madrid,Calle,Vía Carpetana,147,28025,Madrid,437036,"4471531"
114,CS0153,Centro Polivalente,alergologia,,,,dermatologia,endocrinologia,,,,medicinageneral,,,,,,,,,,,,Calle de Fuenlabrada 4 28922 Alcorcón,Calle,de Fuenlabrada,4,28922,Alcorcón,429741,"4466485"
115,CS0155,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de la Constitución 87 28100 Alcobendas,Calle,de la Constitución,87,28100,Alcobendas,445722,"4488379"
116,CS0162,Centro Polivalente,alergologia,cardiologia,,,dermatologia,endocrinologia,enfermeria,,fisioterapia,medicinageneral,,,,,otorrinolaringologia,pediatria,,,,,vacunacion,Calle del Nogal 2 28110 Algete,Calle,del Nogal,2,28110,Algete,455840,"4493843"
117,CS0166,Centro Polivalente,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,psiquiatria,,,,Calle Real 35 28400 Collado Villalba,Calle,Real,35,28400,Collado Villalba,414856,"4498168"
121,CS0177,Centro de salud,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,,,,,vacunacion,"Calle Principado de Asturias 30 28230 Rozas de Madrid, Las",Calle,Principado de Asturias,30,28230,"Rozas de Madrid, Las",425577,"4482472"
122,CS0183,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Avda de la Concordia 6 28840 Mejorada del Campo,Avda,de la Concordia,6,28840,Mejorada del Campo,458944,"4471959"
124,CS0217,Consulta médica,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle Juan de Austria 6 28982 Parla,Calle,Juan de Austria,6,28982,Parla,434480,"4454180"
125,CS0218,Centro de salud,,,,,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle San Blas 24 28981 Parla,Calle,San Blas,24,28981,Parla,434146,"4454811"
126,CS0219,Centro de salud,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,,,,urgencias,vacunacion,Avda de la Paz 5 28540 Perales de Tajuña,Avda,de la Paz,5,28540,Perales de Tajuña,470100,"4453493"
128,CS0232,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Avda Constitución 34 28850 Torrejón de Ardoz,Avda,Constitución,34,28850,Torrejón de Ardoz,459398,"4478454"
129,CS0237,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,,pediatria,,,,,,Sect Literatos 21 28760 Tres Cantos,Sect,Literatos,21,28760,Tres Cantos,439533,"4495274"
130,CS0245,Centro Polivalente,,,,,,endocrinologia,,,,medicinageneral,,,,,,,,,,,,Calle de Alberto Aguilera 27 28015 Madrid,Calle,de Alberto Aguilera,27,28015,Madrid,439529,"4475739"
131,CS0264,Otros centros especializados,,,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Calle del Arroyo Belincoso 34 28030 Madrid,Calle,del Arroyo Belincoso,34,28030,Madrid,444686,"4473447"
132,CS0265,Centro de salud,,,,,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Paseo de los Artilleros 31 28032 Madrid,Paseo,de los Artilleros,31,28032,Madrid,448347,"4472958"
134,CS0287,Centro de salud,,,,cirugiamenorambulatoria,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle del Cabo Machichaco 62 28053 Madrid,Calle,del Cabo Machichaco,62,28053,Madrid,443817,"4469194"
135,CS0292,Centro de salud,,,,,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle del Camino de los Vinateros 140 28030 Madrid,Calle,del Camino de los Vinateros,140,28030,Madrid,445218,"4473045"
136,CS0293,Centro de salud,,,,cirugiamenorambulatoria,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle de Pedroches 4 28053 Madrid,Calle,de Pedroches,4,28053,Madrid,443136,"4470060"
137,CS0313,Consulta médica,,cardiologia,,,,,enfermeria,,,,,,,,,,,,,,,Avda de Concha Espina 18 28016 Madrid,Avda,de Concha Espina,18,28016,Madrid,441904,"4478106"
138,CS0323,Centro de diagnóstico,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle del Españoleto 22 28010 Madrid,Calle,del Españoleto,22,28010,Madrid,441110,"4475844"
139,CS0330,Centro de salud,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,psicologiaclinica,,,,vacunacion,Calle de Espronceda 24 28003 Madrid,Calle,de Espronceda,24,28003,Madrid,440914,"4476884"
140,CS0333,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Fernández de la Hoz 51 28003 Madrid,Calle,de Fernández de la Hoz,51,28003,Madrid,441086,"4476671"
141,CS0339,Centro de salud,,,,cirugiamenorambulatoria,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,psicologiaclinica,,,,vacunacion,Calle de Finisterre 18 28029 Madrid,Calle,de Finisterre,18,28029,Madrid,440517,"4481038"
142,CS0348,Consulta médica,,,,,,,enfermeria,,,,,,,oncologia,,,,,,,,Calle de Gabriela Mistral 1 28035 Madrid,Calle,de Gabriela Mistral,1,28035,Madrid,437656,"4481805"
143,CS0350,Centro de salud,,,,cirugiamenorambulatoria,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,psicologiaclinica,,,,vacunacion,Calle de Fuentidueña 12 28031 Madrid,Calle,de Fuentidueña,12,28031,Madrid,447180,"4469208"
144,CS0358,Centro Polivalente,alergologia,,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Calle del General Pardiñas 116 28006 Madrid,Calle,del General Pardiñas,116,28006,Madrid,442537,"4476438"
145,CS0368,Centro Polivalente,,cardiologia,,,dermatologia,,,,,medicinageneral,,,,,otorrinolaringologia,,,,,,,Paseo de la Habana 170 28036 Madrid,Paseo,de la Habana,170,28036,Madrid,442243,"4478971"
146,CS0372,Otros proveedores de asistencia sanitaria sin internamiento,,,,cirugiamenorambulatoria,,,enfermeria,,fisioterapia,,,,,,,,,,,,,Calle de Hermosilla 84 28001 Madrid,Calle,de Hermosilla,84,28001,Madrid,442617,"4475245"
147,CS0377,Centro de salud,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle de Ibiza 7 28009 Madrid,Calle,de Ibiza,7,28009,Madrid,442480,"4474430"
148,CS0380,Centro Polivalente,,,,,dermatologia,endocrinologia,,,,medicinageneral,,,,,,,,psiquiatria,,,,Calle de Ibiza 66 28009 Madrid,Calle,de Ibiza,66,28009,Madrid,443113,"4474350"
149,CS0393,Centro Polivalente,,,,,,,,,fisioterapia,,,,,,,,,psiquiatria,rehabilitacion,,,Calle de José Abascal 42 28010 Madrid,Calle,de José Abascal,42,28010,Madrid,441077,"4476611"
150,CS0399,Centro de salud,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle de José de Cadalso 51 28044 Madrid,Calle,de José de Cadalso,51,28044,Madrid,434772,"4469978"
151,CS0403,Centro de salud,,,,cirugiamenorambulatoria,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle de San Claudio 154 28038 Madrid,Calle,de San Claudio,154,28038,Madrid,445758,"4471107"
152,CS0407,Consulta médica,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de López de Aranda 24 28027 Madrid,Calle,de López de Aranda,24,28027,Madrid,445933,"4477097"
153,CS0422,Consulta médica,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle del Marqués del Riscal 9 28010 Madrid,Calle,del Marqués del Riscal,9,28010,Madrid,441392,"4475791"
154,CS0428,Centro Polivalente,,,,,,,,,,medicinageneral,,,,,,,psicologiaclinica,,,,,Calle del Mercurio 9 28032 Madrid,Calle,del Mercurio,9,28032,Madrid,448492,"4472939"
155,CS0429,Centro Polivalente,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de Mérida 8 28030 Madrid,Calle,de Mérida,8,28030,Madrid,445961,"4473147"
156,CS0447,Otros centros especializados,,,,cirugiamenorambulatoria,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,rehabilitacion,,,Avda de Pablo Iglesias 20 28003 Madrid,Avda,de Pablo Iglesias,20,28003,Madrid,440052,"4477483"
157,CS0456,Otros centros especializados,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle del Príncipe de Vergara 55 28006 Madrid,Calle,del Príncipe de Vergara,55,28006,Madrid,442345,"4476028"
158,CS0457,Centro de salud,,,,cirugiamenorambulatoria,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle de Pío Felipe 26 28038 Madrid,Calle,de Pío Felipe,26,28038,Madrid,444529,"4471702"
160,CS0468,Centro Polivalente,alergologia,cardiologia,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Calle de Ramón Power 40 28043 Madrid,Calle,de Ramón Power,40,28043,Madrid,446669,"4479386"
161,CS0469,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Calle de Ríos Rosas 54 28003 Madrid,Calle,de Ríos Rosas,54,28003,Madrid,441008,"4476999"
162,CS0470,Consulta médica,,,,,,,,,,medicinageneral,,,,,,,,,,,,Paseo de San Francisco de Sales 4 28003 Madrid,Paseo,de San Francisco de Sales,4,28003,Madrid,439233,"4476807"
163,CS0474,Consulta médica,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de Santa Engracia 141 28003 Madrid,Calle,de Santa Engracia,141,28003,Madrid,440413,"4477212"
165,CS0489,Consulta médica,,,,,,,,,,medicinageneral,,,,,,,,,,,,Plaza de Valparaíso 8 28016 Madrid,Plaza,de Valparaíso,8,28016,Madrid,442278,"4478456"
166,CS0498,Consulta médica,,,,,,,,,,,,,,,otorrinolaringologia,,,,,,,Calle de la Virgen del Sagrario 4 28027 Madrid,Calle,de la Virgen del Sagrario,4,28027,Madrid,445100,"4476114"
167,CS0501,Centro de salud,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,,,,,,Calle de Visitación 5 28026 Madrid,Calle,de Visitación,5,28026,Madrid,440440,"4470393"
169,CS0510,Consultorio de atención primaria,,,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Calle Madrid 19 28720 Bustarviejo,Calle,Madrid,19,28720,Bustarviejo,440347,"4523173"
170,CS0512,Centro de salud,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle Alegas 2 28380 Colmenar de Oreja,Calle,Alegas,2,28380,Colmenar de Oreja,466606,"4440532"
171,CS0526,Centro de salud,,,,,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Avda de Juan Carlos I 1 28905 Getafe,Avda,de Juan Carlos I,1,28905,Getafe,436380,"4460965"
172,CS0528,Centro de salud,,,,cirugiamenorambulatoria,,,enfermeria,,,medicinageneral,,,,,,pediatria,psicologiaclinica,,,,vacunacion,Avda de los Reyes Católicos 37 28904 Getafe,Avda,de los Reyes Católicos,37,28904,Getafe,437397,"4461140"
173,CS0530,Centro de salud,,,,,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle Reyes Católicos 2 28440 Guadarrama,Calle,Reyes Católicos,2,28440,Guadarrama,408003,"4502965"
174,CS0531,Centro de salud,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,,,,,vacunacion,"Plaza de la Concordia 2 28751 Cabrera, La",Plaza,de la Concordia,2,28751,"Cabrera, La",448213,"4523910"
175,CS0535,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle Iglesia 9 28220 Majadahonda,Calle,Iglesia,9,28220,Majadahonda,425950,"4480693"
176,CS0538,Centro de salud,,,,,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle de la Cañada de los Toros 8 28410 Manzanares el Real,Calle,de la Cañada de los Toros,8,28410,Manzanares el Real,427271,"4509127"
177,CS0542,Centro Polivalente,alergologia,cardiologia,,,dermatologia,endocrinologia,enfermeria,,fisioterapia,medicinageneral,neumologia,neurologia,,,otorrinolaringologia,pediatria,,psiquiatria,rehabilitacion,,,Calle del Río Sella 10 28935 Móstoles,Calle,del Río Sella,10,28935,Móstoles,425733,"4463202"
178,CS0545,Centro de salud,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,,,,urgencias,vacunacion,Calle de la Doctora 10 28600 Navalcarnero,Calle,de la Doctora,10,28600,Navalcarnero,413771,"4460462"
179,CS0546,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle Jaime I El Conquistador 41 28980 Parla,Calle,Jaime I El Conquistador,41,28980,Parla,434885,"4454114"
181,CS0550,Centro Polivalente,,,,cirugiamenorambulatoria,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle de Albino Pérez Ayestarain 62 28830 San Fernando de Henares,Calle,de Albino Pérez Ayestarain,62,28830,San Fernando de Henares,454411,"4475481"
183,CS0554,Centro de salud,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle Bola 1 28680 San Martín de Valdeiglesias,Calle,Bola,1,28680,San Martín de Valdeiglesias,381051,"4469158"
184,CS0558,Centro de salud,,,,cirugiamenorambulatoria,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle Malacuera 26 28180 Torrelaguna,Calle,Malacuera,26,28180,Torrelaguna,454574,"4519431"
185,CS0565,Consultorio de atención primaria,,,,,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle de los Huertos 17 28360 Villaconejos,Calle,de los Huertos,17,28360,Villaconejos,458655,"4439493"
186,CS0567,Centro de salud,,,,,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,urgencias,vacunacion,Calle del Hospital 7 28590 Villarejo de Salvanés,Calle,del Hospital,7,28590,Villarejo de Salvanés,476446,"4446486"
188,CS0581,Centro de salud,,,,,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,,Calle de Benita Ávila 26 28043 Madrid,Calle,de Benita Ávila,26,28043,Madrid,444866,"4479585"
189,CS0582,Consulta médica,alergologia,,,,,,,,,,,,,,,,,,,,,Plaza de Castilla 3 28046 Madrid,Plaza,de Castilla,3,28046,Madrid,441467,"4479717"
190,CS0584,Centro Polivalente,alergologia,cardiologia,,,dermatologia,endocrinologia,enfermeria,,fisioterapia,medicinageneral,neumologia,neurologia,,,otorrinolaringologia,pediatria,,psiquiatria,rehabilitacion,,vacunacion,Calle del Conde Duque 21 28015 Madrid,Calle,del Conde Duque,21,28015,Madrid,439840,"4475665"
191,CS0586,Centro de salud,,,,,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle del Doctor Cirajas 20 28017 Madrid,Calle,del Doctor Cirajas,20,28017,Madrid,445970,"4476279"
192,CS0594,Consulta médica,,,,,dermatologia,,,,,,,,,,,,,,,,,Calle del General Álvarez de Castro 19 28010 Madrid,Calle,del General Álvarez de Castro,19,28010,Madrid,440416,"4476350"
193,CS0595,Centro Polivalente,alergologia,cardiologia,cirugiamayoriaambulatoria,cirugiamenorambulatoria,dermatologia,endocrinologia,enfermeria,farmacia,,medicinageneral,neumologia,neurologia,,oncologia,otorrinolaringologia,pediatria,psicologiaclinica,psiquiatria,,,vacunacion,Calle del General López Pozas 10 28036 Madrid,Calle,del General López Pozas,10,28036,Madrid,441910,"4479547"
195,CS0611,Centro de salud,,,,cirugiamenorambulatoria,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Avda de la Reina Victoria 21 28003 Madrid,Avda,de la Reina Victoria,21,28003,Madrid,440001,"4477594"
196,CS0616,Centro Polivalente,alergologia,cardiologia,,,dermatologia,endocrinologia,enfermeria,,fisioterapia,medicinageneral,,,,,otorrinolaringologia,pediatria,,,,,,Paseo de Alcobendas 10 28109 Alcobendas,Paseo,de Alcobendas,10,28109,Alcobendas,447332,"4486521"
198,CS0624,Centro Polivalente,,,,,dermatologia,,,,fisioterapia,medicinageneral,,,,,,,,,,,,Paseo de la Castellana 119 28046 Madrid,Paseo,de la Castellana,119,28046,Madrid,441435,"4478746"
199,CS0632,Consulta médica,,,,,,,,,,medicinageneral,,,,,,,,,,,,Avda de Moratalaz 92 28030 Madrid,Avda,de Moratalaz,92,28030,Madrid,444959,"4473077"
200,CS0640,Centro Polivalente,alergologia,cardiologia,,,,endocrinologia,enfermeria,,,medicinageneral,,neurologia,,,otorrinolaringologia,pediatria,,,,,,Sect Literatos 25 28760 Tres Cantos,Sect,Literatos,25,28760,Tres Cantos,439521,"4495323"
201,CS0642,Centro de salud,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,,,,,vacunacion,Avda de la Albufera 285 28038 Madrid,Avda,de la Albufera,285,28038,Madrid,445703,"4470967"
202,CS0645,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de Simón Hernández 23 28937 Móstoles,Calle,de Simón Hernández,23,28937,Móstoles,426911,"4463800"
203,CS0654,Centro Polivalente,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle del Greco 41 28330 San Martín de la Vega,Calle,del Greco,41,28330,San Martín de la Vega,451076,"4451470"
204,CS0660,Consulta médica,,,,,,,,,,,,,,oncologia,,,,,,,,Calle de José Abascal 40 28003 Madrid,Calle,de José Abascal,40,28003,Madrid,441054,"4476612"
205,CS0661,Centro Polivalente,alergologia,,,,dermatologia,endocrinologia,enfermeria,,fisioterapia,medicinageneral,neumologia,neurologia,,,otorrinolaringologia,,,,,,,Calle de Montesa 15 28006 Madrid,Calle,de Montesa,15,28006,Madrid,442957,"4475460"
206,CS0662,Centro de salud,,,,,,,enfermeria,,,medicinageneral,,,,,,pediatria,,,,,vacunacion,Calle de Martínez de la Riva 55 28018 Madrid,Calle,de Martínez de la Riva,55,28018,Madrid,443515,"4471478"
207,CS0666,Consulta médica,,,,,dermatologia,,,,,,,,,,,,,,,,,Calle de Guzmán el Bueno 64 28015 Madrid,Calle,de Guzmán el Bueno,64,28015,Madrid,439542,"4476554"
208,CS0678,Centro Polivalente,,,cirugiamayoriaambulatoria,,dermatologia,,enfermeria,,,,,,,,otorrinolaringologia,,,,,,,Calle de Lope de Rueda 46 28009 Madrid,Calle,de Lope de Rueda,46,28009,Madrid,442495,"4474515"
209,CS0683,Centro Polivalente,,,,,,,,,,medicinageneral,,,,,,pediatria,,,,,,Calle Vía Carpetana 201 28047 Madrid,Calle,Vía Carpetana,201,28047,Madrid,436836,"4471169"
210,CS0686,Centro Polivalente,alergologia,cardiologia,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,psiquiatria,,,,Calle de Zurbano 29 28010 Madrid,Calle,de Zurbano,29,28010,Madrid,441170,"4475865"
