PK,NOMBRE,NOMBRE_RECON,SUBTIPO,DESCRIPCION,FECHA,AUTORES,PDF,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,BARRIO_RECON,COD-DISTRITO,DISTRITO,DISTRITO_RECON,COORDENADA-X,COORDENADA-Y,ID,LATITUD,LONGITUD
400137,escultura-tripode-cuzco,https://wikidata.org/entity/Q110746754,Escultura conceptual o abstracta,"El área Cuzco es un conjunto situado en la esquina Noroeste de esa plaza del paseo de la Castellana, y agrupa varios edificios de conocidos arquitectos como Luis Gutiérrez Soto, Mariano García Benito y Antonio Perpiñá en torno a unos espacios peatonales ajardinados, y urbanizados por los arquitectos Antonio Perpiñá y Luis Iglesias, autores asimismo de la urbanización de Azca, del conjunto Ciudad de Viena y de la Ciudad de los Poetas, entre otros. Esta escultura está emplazada como parte del proyecto de urbanización, que evidentemente acoge su presencia en cuanto al diseño del espacio y el pedestal, lo que hace suponer su origen en los primeros años setenta, cuando se construye este conjunto.",1972,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400137.pdf?idMonumento=8348091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8348091d1b9c4510091d1b9c45102e085a0aRCRD,castellana,PASEO,V,143.0,MADRID,MADRID,28046,3,castillejos,https://wikidata.org/entity/Q11913212,6,tetuan,https://wikidata.org/entity/Q1773540,441395,4479057,4413954479057,40.46012,-3.691223
400148,esculturas-gemelas-de-ninos,https://wikidata.org/entity/Q110746756,Grupo Escultórico,"En 1931 se rehace la Junta Mixta entre el Ministerio de Instrucción Pública y el Ayuntamiento de Madrid para construir 18 escuelas diseñadas conjuntamente por la Oficina Técnica de Construcciones Escolares, dependiente del primero y dirigida por el arquitecto vigués Antonio Flórez Urdapilleta (1877–1941), y la Sección de Construcciones Escolares del Municipio, encabezada por el malagueño Bernardo Giner de los Ríos García (1888–1970). Este Plan Municipal de Construcciones Escolares culmina el 14 de abril de 1933 con la inauguración de los edificios proyectados, entre los que figura el Grupo Escolar Joaquín Sorolla, formado por dos edificios similares que comparten un único solar: el situado en la esquina de la calle de José Abascal con vuelta a la de Santísima Trinidad, n&amp;ordm; 37 –actual Facultad de Ciencias de la Documentación de la Universidad Complutense–, fue promovido por el Ministerio y presenta muchas de las características de las obras de Flórez, como los grandes ventanales triples con cargaderos de chapa recortada o el tono academicista de la composición, que culmina en la pérgola sobre columnas toscanas que cierra el patio de acceso y protege dos fuentes coronadas por sendos grupos de bronce –vaciados de un mismo molde– del escultor valenciano José Capuz Mamano (1884–1964); estableciendo el modelo para el colegio municipal adyacente, que tiene más relación con la producción de Giner de los Ríos, y que en su fachada meridional presenta otra fuente similar a las anteriores, pero exenta; aunque en todos los casos han sido posteriormente reconvertidas en jardineras rellenando de tierra el pilón y desmontando los caños de los surtidores.José Capuz, que se formó en Roma bajo la dirección de Benlliure y obtuvo una Primera Medalla en la Exposición Nacional de 1912 por su grupo “Paolo y Francesca de Rímini”, colaboró por vez primera con Antonio Flórez en 1927 para la realización del monumento en Jaén al padre de este último –el también arquitecto Justino Flórez Llamas–, que se inauguró el 27 de julio de 1930, el mismo año de su segunda asociación para el monumento a la Reina Cristina de Hansburgo, que no llegó a realizarse aunque ganó el concurso convocado al efecto, como tampoco se ejecutó su bellísima propuesta conjunta de 1932 para el monumento a Pablo Iglesias en el parque del Oeste, que retiraron por discrepancias con los promotores. Sin embargo, Capuz llegó a realizar por su cuenta alguna otra escultura en la capital, como el busto a Muñoz Degraín en los jardines de la Biblioteca Nacional o la tardía escultura ecuestre del general Franco, que debía situarse ante el Arco de la Victoria pero que se instaló en la plaza de San Juan de la Cruz, hoy retirada, y de la que se hicieron copias para Valencia y Santander.",1933,"CAPUZ MAMANO, José - FLÓREZ URDAPILLETA, Antonio",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400148.pdf?idMonumento=c038091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c038091d1b9c4510091d1b9c45102e085a0aRCRD,santisima-trinidad,CALLE,V,37.0,MADRID,MADRID,28010,3,trafalgar,https://wikidata.org/entity/Q10384027,7,chamberi,https://wikidata.org/entity/Q1763370,440530,4476626,4405304476626,40.43815,-3.701196
409042,espacio-mexico,https://wikidata.org/entity/Q69377800,Escultura conceptual o abstracta,"La obra, de los arquitectos mexicanos Andrés Casillas y Margarita García, fue donada en 1992 por la ciudad de México con motivo de la celebración de la Capitalidad Europea de la Cultura en Madrid. Está ubicada en la Pirámide III del recinto, junto al embarcadero, y no corresponde a los trabajos encargados con motivo del Simposium Internacional de Esculturas al Aire Libre organizado por el Ayuntamiento de Madrid en 1991 para la decoración del Parque Juan Carlos I. Fue inaugurada el 23 de julio de 1992, coincidiendo con la 2&amp;ordf; Cumbre Iberoamericana celebrada en Madrid, en un acto presidio por el presidente mexicano Carlos Salinas de Gortari. Actualmente, es una de las piezas (concretamente la n&amp;ordm; 12) que integra la llamada Senda de las Esculturas, un recorrido artístico-didáctico por todo el parque donde el visitante percibe las vinculaciones entre el Arte y la Naturaleza, a través de una serie de creaciones de diferentes escultores que exhiben una gran variedad de propuestas estéticas.",1992,"CASILLAS DE ALBA, Andrés - GARCÍA CORNEJO, Margarita",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409042.pdf?idMonumento=6b38091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6b38091d1b9c4510091d1b9c45102e085a0aRCRD,juan-carlos-i,PARQUE,T,1.0,MADRID,MADRID,28042,5,corralejos,https://wikidata.org/entity/Q10260772,21,barajas,https://wikidata.org/entity/Q807230,448082,4478956,4480824478956,40.45965,-3.612339
413012,estanque-centro-de-informatica-seg-social,https://wikidata.org/entity/Q110746771,"Fuente, Estanque, Lámina de agua","Elemento ornamental, situado junto a la entrada principal del Centro de Informática de la Seguridad Social, que además funciona como estanque del sistema de refrigeración del edificio, inaugurado en octubre de 1972.",1972,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/413012.pdf?idMonumento=4558091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=4558091d1b9c4510091d1b9c45102e085a0aRCRD,doctor-tolosa-latour,CALLE,V,7.0,MADRID,MADRID,28041,2,orcasur,https://wikidata.org/entity/Q10341270,12,usera,https://wikidata.org/entity/Q953368,440384,4469644,4403844469644,40.37525,-3.702257
400300,estanque-circular-centro-medico-la-fraternidad,https://wikidata.org/entity/Q110746772,"Fuente, Estanque, Lámina de agua","Cuando se construyó el edificio del Centro Médico 'La Fraternidad' en 1971, se instaló una fuente escultórica de Agustín de la Herrán en la fachada principal y este pequeño estanque circular en los jardines traseros, todo ello integrado con el edificio en similar estilo y materiales.",Cercano a 1971,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400300.pdf?idMonumento=e298091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e298091d1b9c4510091d1b9c45102e085a0aRCRD,la-habana,PASEO,V,83.0,MADRID,MADRID,28036,4,hispanoamerica,https://wikidata.org/entity/Q3814573,5,chamartin,https://wikidata.org/entity/Q1766348,442239,4478714,4422394478714,40.45709,-3.681235
400330,estanque-circular-nuevos-ministerios,https://wikidata.org/entity/Q110746777,"Fuente, Estanque, Lámina de agua","Habitualmente se da la fecha de 1942 como la de terminación de los Nuevos Ministerios –obra cumbre del arquitecto Secundino Zuazo Ugalde, junto con la Casa de las Flores–, pero la realidad es que el gigantesco conjunto iniciado durante la Segunda República se fue acabando poco a poco durante las tres siguientes décadas. En los planos de Zuazo este espacio se representa como una plaza vacía y pavimentada con un dibujo de franjas perpendiculares entrelazadas, aunque varía según las distintas fases del proyecto, apreciándose en los dibujos un pórtico que habría segregado la parte norte de la plaza, y en el Sur un estanque ochavado polilobulado. Pero en su configuración actual, la gran lonja o plaza de los Nuevos Ministerios, con sus jardines, fuentes y estanques, fue inaugurada por Francisco Franco el día 18 de julio de 1963, como reza una inscripción en letras de bronce clavadas en la columna situada a la izquierda del eje central del gran bloque edificado que preside la plaza. El motivo que impulsó la aceleración de las obras fue el de acondicionar este lugar para celebrar allí una gran exposición propagandística del régimen franquista con ocasión de cumplirse los 25 años del final de la contienda civil. A partir de ese momento los jardines se abrieron al uso de los ciudadanos, aunque en dos ocasiones han sido desmontados y vueltos a construir: con ocasión de la construcción de la línea 8 del Metro entre 2001 y 2003, y debido a la excavación de una nueva estación de ferrocarriles de RENFE entre 2005 y 2007.",1963,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400330.pdf?idMonumento=c498091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c498091d1b9c4510091d1b9c45102e085a0aRCRD,castellana,PASEO,V,67.0,MADRID,MADRID,28046,5,rios-rosas,https://wikidata.org/entity/Q10366270,7,chamberi,https://wikidata.org/entity/Q1763370,441316,4477305,4413164477305,40.44433,-3.691993
400550,estanque-con-surtidores-cyii,https://wikidata.org/entity/Q66762716,"Fuente, Estanque, Lámina de agua","El cuarto depósito del Canal de Isabel II, proyectado en 1925 y construido en 1940, se transformó en el año 2004 en un parque abierto al público, según una ordenación para el recinto de los arquitectos José Ramón Menéndez de Luarca y Gerardo Salvador Molezún, cuya traza se compone de ocho sectores cuadrados, teniendo cada uno de los cuatro centrales sendas láminas de agua –asimismo cuadradas–, que se agrupan en el cruce de los dos paseos centrales a las que se añade en el cuadrado suroriental un quinto estanque, recorrido por una retícula de pasarelas de granito sobreelevadas, punteadas de triples surtidores, con acceso por el centro de los cuatro frentes.El proyecto se realizó durante el gobierno autonómico de Alberto Ruiz Gallardón, pero se inauguró el día 2 de Noviembre de 2004 por la presidenta de la Comunidad de Madrid, Esperanza Aguirre Gil de Biedma.",2004,"MENÉNDEZ DE LUARCA, José Ramón - SALVADOR MOLEZÚN, Gerardo",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400550.pdf?idMonumento=c998091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c998091d1b9c4510091d1b9c45102e085a0aRCRD,castilla,CARRETERA,V,12.0,MADRID,MADRID,28040,3,ciudad-universitaria,https://wikidata.org/entity/Q3319235,9,moncloa-aravaca,https://wikidata.org/entity/Q2017682,437015,4476728,4370154476728,40.43882,-3.742649
409477,estanque-cuadrado-del-parque-del-manzanares,https://wikidata.org/entity/Q110746782,"Fuente, Estanque, Lámina de agua","Elemento ornamental situado en el eje principal del parque del Manzanares, el paseo de los Sentidos. Estaba previsto en el proyecto inicial del Taller Bofill, de 1998, y se inauguró el 29 de abril de 2003 con la primera fase del parque.",1998,"BOFILL LEVI, Ricardo - GÓMEZ, Francisco - ROCIAS, José María",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409477.pdf?idMonumento=6888091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6888091d1b9c4510091d1b9c45102e085a0aRCRD,embajadores,CALLE,V,320.0,MADRID,MADRID,28053,1,entrevias,https://wikidata.org/entity/Q71756,13,puente-de-vallecas,https://wikidata.org/entity/Q2003054,441932,4470006,4419324470006,40.37861,-3.684057
408990,estanque-eliptico-de-la-quinta-de-los-molinos,https://wikidata.org/entity/Q110746798,"Fuente, Estanque, Lámina de agua","La Quinta de los Molinos se levantó sobre unos terrenos pertenecientes al conde de Torrearias, también propietario en aquel momento de la finca de su nombre en el n&amp;ordm; 551 de la calle de Alcalá. Al parecer, el conde regaló a César Cort Botí (1893–1978) la parte norte donde se halla el actual palacete, adquiriendo éste el resto de las tierras limítrofes hasta alcanzar tras la última compra –efectuada en 1970– una superficie de 28 ha. Los trabajos se iniciaron en 1925 según un proyecto del propio César Cort, reconocido arquitecto alcoyano que en Madrid tiene varias obras de interés encuadradas entre el estilo Secesión Vienesa y el Racionalismo. Tanto el propio palacete como los edificios de entrada desde la calle de Alcalá, algunas de las fuentes, o el campo de tenis y su pequeño belvedere, se adscriben a ese estilo vienés que Joseph Hoffmann materializó en Bruselas en el palacio Stoclet, mientras que otros edificios auxiliares, estanques y albercas aluden a un pintoresquismo de raigambre granadina, e incluso a la versión neobarroca que en España se hace de los estilos decó. Una imagen que inmediatamente evocan algunas piezas de este jardín es el carmen de José Rodríguez Acosta, construido entre 1916 y 1923, aunque la idealizada síntesis clasicista de éste quede en la Quinta diluida en un concepto más horizontal y extensivo, que sustituye la visión compacta por una concatenación de escenas dispersas: paseos, fuentes, lagos, grutas, parterres geométricos o jardines paisajistas, que dan variedad y multiplican la percepción espacial del jardín. Algo de la cercana Alameda de Osuna y de los almendrales alicantinos hay también en este jardín que no se acaba realmente hasta 1954, y que a la muerte de César Cort en 1978 quedó en manos de sus herederos, que cedieron en 1982 al Ayuntamiento de Madrid las dos terceras partes de la finca, abiertas poco después como parque público. El palacete ha sido varias veces rehabilitado, la última en 2007 por los arquitectos Julio Gómez Martín y Javier Martínez-Atienza, mientras que los jardines no han sufrido variaciones significativas, aunque las urbanizaciones que hoy los rodean hayan tornado su carácter agrario y dilatado por otro más urbano y constreñido.",1925,"CORT BOTÍ, César",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408990.pdf?idMonumento=c078091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c078091d1b9c4510091d1b9c45102e085a0aRCRD,alcala,CALLE,V,527.0,MADRID,MADRID,28027,8,el-salvador,https://wikidata.org/entity/Q4531398,20,san-blas-canillejas,https://wikidata.org/entity/Q2001937,446815,4476892,4468154476892,40.44098,-3.627119
409667,estanque-ensanche-de-vallecas,https://wikidata.org/entity/Q110746802,"Fuente, Estanque, Lámina de agua",Elemento ornamental de uno de los paseos principales del nuevo Ensanche de Vallecas.,2007,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409667.pdf?idMonumento=2e88091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2e88091d1b9c4510091d1b9c45102e085a0aRCRD,ensanche-de-vallecas,AVENIDA,V,1.0,MADRID,MADRID,28051,3,ensanche-de-vallecas,https://wikidata.org/entity/Q3847485,18,villa-de-vallecas,https://wikidata.org/entity/Q1947988,447909,4469854,4479094469854,40.37764,-3.613643
